returnername,gamescore,returnPointProbability_top20,opponentScore,playerscore
Mikhail Kukushkin,15-0,.27500001,1,0
Mikhail Kukushkin,15-15,.2820513,1,1
Mikhail Kukushkin,15-30,.5714286,1,2
Mikhail Kukushkin,15-40,.15384616,1,3
Mikhail Kukushkin,30-0,.34482759,2,0
Mikhail Kukushkin,30-15,.25,2,1
Mikhail Kukushkin,30-30,.33333334,2,2
Mikhail Kukushkin,30-40,.33333334,2,3
Mikhail Kukushkin,40-0,.23684211,3,0
Mikhail Kukushkin,40-15,.24444444,3,1
Mikhail Kukushkin,40-30,.31999999,3,2
Mikhail Kukushkin,40-40,.20689656,3,3
Mikhail Kukushkin,40-50,.33333334,3,4
Mikhail Kukushkin,50-40,.2173913,4,3
Mikhail Youzhny,0-0,.37662336,0,0
Mikhail Youzhny,0-15,.13793103,0,1
Mikhail Youzhny,0-30,.5,0,2
Mikhail Youzhny,0-40,0,0,3
Mikhail Youzhny,15-0,.29166666,1,0
Mikhail Youzhny,15-15,.30769232,1,1
Mikhail Youzhny,15-30,.21428572,1,2
Mikhail Youzhny,15-40,.40000001,1,3
Mikhail Youzhny,30-0,.11764706,2,0
Mikhail Youzhny,30-15,.32258064,2,1
Mikhail Youzhny,30-30,.23809524,2,2
Mikhail Youzhny,30-40,0,2,3
Mikhail Youzhny,40-0,.33333334,3,0
Mikhail Youzhny,40-15,.16129032,3,1
Mikhail Youzhny,40-30,.5714286,3,2
Mikhail Youzhny,40-40,.16666667,3,3
Mikhail Youzhny,40-50,.80000001,3,4
Mikhail Youzhny,50-40,.36000001,4,3
Milos Raonic,0-0,.25874126,0,0
Milos Raonic,0-15,.24324325,0,1
Milos Raonic,0-30,.11111111,0,2
Milos Raonic,0-40,0,0,3
Milos Raonic,15-0,.21698113,1,0
Milos Raonic,15-15,.35294119,1,1
Milos Raonic,15-30,.23076923,1,2
Milos Raonic,15-40,0,1,3
Milos Raonic,30-0,.27710843,2,0
Milos Raonic,30-15,.16071428,2,1
Milos Raonic,30-30,.24137931,2,2
Milos Raonic,30-40,.21428572,2,3
Milos Raonic,40-0,.33333334,3,0
Milos Raonic,40-15,.26865673,3,1
Milos Raonic,40-30,.25,3,2
Milos Raonic,40-40,.31578946,3,3
Milos Raonic,40-50,.16666667,3,4
Milos Raonic,50-40,.26923078,4,3
Mischa Zverev,0-0,.23076923,0,0
Mischa Zverev,0-15,.25,0,1
Mischa Zverev,0-30,.33333334,0,2
Mischa Zverev,0-40,1,0,3
Mischa Zverev,15-0,.30000001,1,0
Mischa Zverev,15-15,.19047619,1,1
Mischa Zverev,15-30,.5,1,2
Mischa Zverev,15-40,0,1,3
Mischa Zverev,30-0,.32142857,2,0
Mischa Zverev,30-15,.5,2,1
Mischa Zverev,30-30,.5,2,2
Mischa Zverev,30-40,.36363637,2,3
Mischa Zverev,40-0,.2631579,3,0
Mischa Zverev,40-15,.27777779,3,1
Mischa Zverev,40-30,.30769232,3,2
Mischa Zverev,40-40,.51999998,3,3
Mischa Zverev,40-50,.15384616,3,4
Mischa Zverev,50-40,.25,4,3
Nick Kyrgios,0-0,.26553673,0,0
Nick Kyrgios,0-15,.29787233,0,1
Nick Kyrgios,0-30,.21428572,0,2
Nick Kyrgios,0-40,.33333334,0,3
Nick Kyrgios,15-0,.30769232,1,0
Nick Kyrgios,15-15,.30136988,1,1
Nick Kyrgios,15-30,.27272728,1,2
Nick Kyrgios,15-40,.18181819,1,3
Nick Kyrgios,30-0,.23333333,2,0
Nick Kyrgios,30-15,.2361111,2,1
Nick Kyrgios,30-30,.2682927,2,2
Nick Kyrgios,30-40,.30000001,2,3
Nick Kyrgios,40-0,.28985506,3,0
Nick Kyrgios,40-15,.23999999,3,1
Nick Kyrgios,40-30,.25,3,2
Nick Kyrgios,40-40,.39130434,3,3
Nick Kyrgios,40-50,.27777779,3,4
Nick Kyrgios,50-40,.25,4,3
Nicolas Almagro,0-0,.23595506,0,0
Nicolas Almagro,0-15,.42857143,0,1
Nicolas Almagro,0-30,.33333334,0,2
Nicolas Almagro,0-40,.66666669,0,3
Nicolas Almagro,15-0,.33823529,1,0
Nicolas Almagro,15-15,.34285715,1,1
Nicolas Almagro,15-30,.3888889,1,2
Nicolas Almagro,15-40,.375,1,3
Nicolas Almagro,30-0,.33333334,2,0
Nicolas Almagro,30-15,.23684211,2,1
Nicolas Almagro,30-30,.2,2,2
Nicolas Almagro,30-40,.22222222,2,3
Nicolas Almagro,40-0,.40000001,3,0
Nicolas Almagro,40-15,.36585367,3,1
Nicolas Almagro,40-30,.3548387,3,2
Nicolas Almagro,40-40,.39534885,3,3
Nicolas Almagro,40-50,.11764706,3,4
Nicolas Almagro,50-40,.38461539,4,3
Nicolas Mahut,0-0,.32653061,0,0
Nicolas Mahut,0-15,.3125,0,1
Nicolas Mahut,0-30,.2,0,2
Nicolas Mahut,0-40,1,0,3
Nicolas Mahut,15-0,.24242425,1,0
Nicolas Mahut,15-15,.42105263,1,1
Nicolas Mahut,15-30,.41666666,1,2
Nicolas Mahut,15-40,0,1,3
Nicolas Mahut,30-0,.31999999,2,0
Nicolas Mahut,30-15,.31578946,2,1
Nicolas Mahut,30-30,.30769232,2,2
Nicolas Mahut,30-40,.33333334,2,3
Nicolas Mahut,40-0,.35294119,3,0
Nicolas Mahut,40-15,.31578946,3,1
Nicolas Mahut,40-30,.13333334,3,2
Nicolas Mahut,40-40,.35714287,3,3
Nicolas Mahut,40-50,.40000001,3,4
Nicolas Mahut,50-40,.33333334,4,3
Nikoloz Basilashvili,0-0,.23076923,0,0
Nikoloz Basilashvili,0-15,0,0,1
Nikoloz Basilashvili,15-0,.40000001,1,0
Nikoloz Basilashvili,15-15,.42857143,1,1
Nikoloz Basilashvili,15-30,.66666669,1,2
Nikoloz Basilashvili,15-40,1,1,3
Nikoloz Basilashvili,30-0,.5,2,0
Nikoloz Basilashvili,30-15,.5714286,2,1
Nikoloz Basilashvili,30-30,.2,2,2
Nikoloz Basilashvili,30-40,0,2,3
Nikoloz Basilashvili,40-0,.33333334,3,0
Nikoloz Basilashvili,40-15,0,3,1
Nikoloz Basilashvili,40-30,.75,3,2
Nikoloz Basilashvili,40-40,.33333334,3,3
Nikoloz Basilashvili,40-50,.5,3,4
Nikoloz Basilashvili,50-40,.25,4,3
Norbert Gombos,0-0,.375,0,0
Norbert Gombos,0-15,0,0,1
Norbert Gombos,15-0,.80000001,1,0
Norbert Gombos,15-15,.42857143,1,1
Norbert Gombos,15-30,.33333334,1,2
Norbert Gombos,15-40,0,1,3
Norbert Gombos,30-0,1,2,0
Norbert Gombos,30-15,.2,2,1
Norbert Gombos,30-30,.33333334,2,2
Norbert Gombos,30-40,.5,2,3
Norbert Gombos,40-15,.25,3,1
Norbert Gombos,40-30,.66666669,3,2
Norbert Gombos,40-40,.25,3,3
Norbert Gombos,40-50,1,3,4
Norbert Gombos,50-40,.33333334,4,3
Novak Djokovic,0-0,.4061372,0,0
Novak Djokovic,0-15,.47111112,0,1
Novak Djokovic,0-30,.51886791,0,2
Novak Djokovic,0-40,.34545454,0,3
Novak Djokovic,15-0,.36474165,1,0
Novak Djokovic,15-15,.40585774,1,1
Novak Djokovic,15-30,.45945945,1,2
Novak Djokovic,15-40,.375,1,3
Novak Djokovic,30-0,.37320575,2,0
Novak Djokovic,30-15,.44090909,2,1
Novak Djokovic,30-30,.42937854,2,2
Novak Djokovic,30-40,.4609929,2,3
Novak Djokovic,40-0,.32824427,3,0
Novak Djokovic,40-15,.45783132,3,1
Novak Djokovic,40-30,.44067797,3,2
Novak Djokovic,40-40,.39636365,3,3
Novak Djokovic,40-50,.48623854,3,4
Novak Djokovic,50-40,.39156628,4,3
Pablo Andujar,0-0,.27027026,0,0
Pablo Andujar,0-15,.30000001,0,1
Pablo Andujar,0-30,.66666669,0,2
Pablo Andujar,0-40,.5,0,3
Pablo Andujar,15-0,.42592594,1,0
Pablo Andujar,15-15,.4054054,1,1
Pablo Andujar,15-30,.35294119,1,2
Pablo Andujar,15-40,.5,1,3
Pablo Andujar,30-0,.25806451,2,0
Pablo Andujar,30-15,.23333333,2,1
Pablo Andujar,30-30,.3888889,2,2
Pablo Andujar,30-40,.45454547,2,3
Pablo Andujar,40-0,.39130434,3,0
Pablo Andujar,40-15,.3125,3,1
Pablo Andujar,40-30,.52380955,3,2
Pablo Andujar,40-40,.29032257,3,3
Pablo Andujar,40-50,.33333334,3,4
Pablo Andujar,50-40,.36363637,4,3
Pablo Carreno-Busta,0-0,.32499999,0,0
Pablo Carreno-Busta,0-15,.30769232,0,1
Pablo Carreno-Busta,0-30,.5,0,2
Pablo Carreno-Busta,0-40,1,0,3
Pablo Carreno-Busta,15-0,.2962963,1,0
Pablo Carreno-Busta,15-15,.29411766,1,1
Pablo Carreno-Busta,15-30,0,1,2
Pablo Carreno-Busta,30-0,.2631579,2,0
Pablo Carreno-Busta,30-15,.29411766,2,1
Pablo Carreno-Busta,30-30,.25,2,2
Pablo Carreno-Busta,30-40,0,2,3
Pablo Carreno-Busta,40-0,.14285715,3,0
Pablo Carreno-Busta,40-15,.35714287,3,1
Pablo Carreno-Busta,40-30,.2857143,3,2
Pablo Carreno-Busta,40-40,.11111111,3,3
Pablo Carreno-Busta,40-50,0,3,4
Pablo Carreno-Busta,50-40,.125,4,3
Pablo Cuevas,0-0,.32608697,0,0
Pablo Cuevas,0-15,.33333334,0,1
Pablo Cuevas,0-30,.2,0,2
Pablo Cuevas,0-40,.5,0,3
Pablo Cuevas,15-0,.30645162,1,0
Pablo Cuevas,15-15,.2820513,1,1
Pablo Cuevas,15-30,.15789473,1,2
Pablo Cuevas,15-40,.75,1,3
Pablo Cuevas,30-0,.25581396,2,0
Pablo Cuevas,30-15,.30769232,2,1
Pablo Cuevas,30-30,.32142857,2,2
Pablo Cuevas,30-40,.60000002,2,3
Pablo Cuevas,40-0,.3125,3,0
Pablo Cuevas,40-15,.27027026,3,1
Pablo Cuevas,40-30,.34482759,3,2
Pablo Cuevas,40-40,.40000001,3,3
Pablo Cuevas,40-50,.33333334,3,4
Pablo Cuevas,50-40,.44444445,4,3
Paolo Lorenzi,0-0,.30000001,0,0
Paolo Lorenzi,0-15,.33333334,0,1
Paolo Lorenzi,0-30,1,0,2
Paolo Lorenzi,0-40,0,0,3
Paolo Lorenzi,15-0,.2857143,1,0
Paolo Lorenzi,15-15,.5,1,1
Paolo Lorenzi,15-30,.5,1,2
Paolo Lorenzi,15-40,0,1,3
Paolo Lorenzi,30-0,.2,2,0
Paolo Lorenzi,30-15,.33333334,2,1
Paolo Lorenzi,30-30,0,2,2
Paolo Lorenzi,30-40,1,2,3
Paolo Lorenzi,40-0,.5,3,0
Paolo Lorenzi,40-15,.5,3,1
Paolo Lorenzi,40-30,.25,3,2
Paolo Lorenzi,40-40,.40000001,3,3
Paolo Lorenzi,40-50,0,3,4
Paolo Lorenzi,50-40,.66666669,4,3
Paul-Henri Mathieu,0-0,.42857143,0,0
Paul-Henri Mathieu,0-15,.16666667,0,1
Paul-Henri Mathieu,0-30,0,0,2
Paul-Henri Mathieu,15-0,.125,1,0
Paul-Henri Mathieu,15-15,.66666669,1,1
Paul-Henri Mathieu,15-30,.2,1,2
Paul-Henri Mathieu,15-40,1,1,3
Paul-Henri Mathieu,30-0,.14285715,2,0
Paul-Henri Mathieu,30-15,.33333334,2,1
Paul-Henri Mathieu,30-30,.2,2,2
Paul-Henri Mathieu,30-40,1,2,3
Paul-Henri Mathieu,40-0,.33333334,3,0
Paul-Henri Mathieu,40-15,.25,3,1
Paul-Henri Mathieu,40-30,.2,3,2
Paul-Henri Mathieu,40-40,.33333334,3,3
Paul-Henri Mathieu,40-50,0,3,4
Paul-Henri Mathieu,50-40,.5,4,3
Philipp Kohlschreiber,0-0,.30000001,0,0
Philipp Kohlschreiber,0-15,.30158731,0,1
Philipp Kohlschreiber,0-30,.31578946,0,2
Philipp Kohlschreiber,0-40,.33333334,0,3
Philipp Kohlschreiber,15-0,.3877551,1,0
Philipp Kohlschreiber,15-15,.25742576,1,1
Philipp Kohlschreiber,15-30,.20512821,1,2
Philipp Kohlschreiber,15-40,.33333334,1,3
Philipp Kohlschreiber,30-0,.3888889,2,0
Philipp Kohlschreiber,30-15,.30909091,2,1
Philipp Kohlschreiber,30-30,.38461539,2,2
Philipp Kohlschreiber,30-40,.30303031,2,3
Philipp Kohlschreiber,40-0,.25454545,3,0
Philipp Kohlschreiber,40-15,.25555557,3,1
Philipp Kohlschreiber,40-30,.33333334,3,2
Philipp Kohlschreiber,40-40,.36486486,3,3
Philipp Kohlschreiber,40-50,.48148149,3,4
Philipp Kohlschreiber,50-40,.34042552,4,3
Pierre-Hugues Herbert,0-0,.2857143,0,0
Pierre-Hugues Herbert,0-15,.083333336,0,1
Pierre-Hugues Herbert,0-30,1,0,2
Pierre-Hugues Herbert,0-40,0,0,3
Pierre-Hugues Herbert,15-0,.13333334,1,0
Pierre-Hugues Herbert,15-15,.46666667,1,1
Pierre-Hugues Herbert,15-30,.42857143,1,2
Pierre-Hugues Herbert,15-40,0,1,3
Pierre-Hugues Herbert,30-0,.34615386,2,0
Pierre-Hugues Herbert,30-15,.17647059,2,1
Pierre-Hugues Herbert,30-30,.42857143,2,2
Pierre-Hugues Herbert,30-40,.14285715,2,3
Pierre-Hugues Herbert,40-0,.29411766,3,0
Pierre-Hugues Herbert,40-15,.31578946,3,1
Pierre-Hugues Herbert,40-30,.2,3,2
Pierre-Hugues Herbert,40-40,.2,3,3
Pierre-Hugues Herbert,40-50,0,3,4
Pierre-Hugues Herbert,50-40,.33333334,4,3
Quentin Halys,0-0,.14285715,0,0
Quentin Halys,0-15,0,0,1
Quentin Halys,15-0,.25,1,0
Quentin Halys,15-15,.40000001,1,1
Quentin Halys,15-30,0,1,2
Quentin Halys,30-0,.22222222,2,0
Quentin Halys,30-15,.2,2,1
Quentin Halys,30-30,.66666669,2,2
Quentin Halys,30-40,.5,2,3
Quentin Halys,40-0,.2857143,3,0
Quentin Halys,40-15,.33333334,3,1
Quentin Halys,40-30,0,3,2
Quentin Halys,40-40,0,3,3
Quentin Halys,50-40,0,4,3
Radek Stepanek,0-0,.35185185,0,0
Radek Stepanek,0-15,.31578946,0,1
Radek Stepanek,0-30,0,0,2
Radek Stepanek,15-0,.48571429,1,0
Radek Stepanek,15-15,.40000001,1,1
Radek Stepanek,15-30,.33333334,1,2
Radek Stepanek,15-40,.16666667,1,3
Radek Stepanek,30-0,.44444445,2,0
Radek Stepanek,30-15,.30769232,2,1
Radek Stepanek,30-30,.40000001,2,2
Radek Stepanek,30-40,.38461539,2,3
Radek Stepanek,40-0,.40000001,3,0
Radek Stepanek,40-15,.22727273,3,1
Radek Stepanek,40-30,.23529412,3,2
Radek Stepanek,40-40,.21052632,3,3
Radek Stepanek,40-50,.25,3,4
Radek Stepanek,50-40,.26666668,4,3
Rafael Nadal,0-0,.3883495,0,0
Rafael Nadal,0-15,.32499999,0,1
Rafael Nadal,0-30,.33333334,0,2
Rafael Nadal,0-40,.30769232,0,3
Rafael Nadal,15-0,.43915343,1,0
Rafael Nadal,15-15,.37804878,1,1
Rafael Nadal,15-30,.375,1,2
Rafael Nadal,15-40,.38095239,1,3
Rafael Nadal,30-0,.31132075,2,0
Rafael Nadal,30-15,.4148148,2,1
Rafael Nadal,30-30,.42342341,2,2
Rafael Nadal,30-40,.28767124,2,3
Rafael Nadal,40-0,.26027396,3,0
Rafael Nadal,40-15,.3877551,3,1
Rafael Nadal,40-30,.2647059,3,2
Rafael Nadal,40-40,.41496599,3,3
Rafael Nadal,40-50,.37704918,3,4
Rafael Nadal,50-40,.3488372,4,3
Rajeev Ram,0-0,.1875,0,0
Rajeev Ram,0-15,.33333334,0,1
Rajeev Ram,0-30,0,0,2
Rajeev Ram,15-0,.23076923,1,0
Rajeev Ram,15-15,.40000001,1,1
Rajeev Ram,15-30,.33333334,1,2
Rajeev Ram,15-40,1,1,3
Rajeev Ram,30-0,.1,2,0
Rajeev Ram,30-15,.25,2,1
Rajeev Ram,30-30,.33333334,2,2
Rajeev Ram,30-40,1,2,3
Rajeev Ram,40-0,.22222222,3,0
Rajeev Ram,40-15,.2,3,1
Rajeev Ram,40-30,0,3,2
Ricardas Berankis,0-0,.32222223,0,0
Ricardas Berankis,0-15,.27586207,0,1
Ricardas Berankis,0-30,.625,0,2
Ricardas Berankis,0-40,.60000002,0,3
Ricardas Berankis,15-0,.24590164,1,0
Ricardas Berankis,15-15,.27777779,1,1
Ricardas Berankis,15-30,.46153846,1,2
Ricardas Berankis,15-40,.25,1,3
Ricardas Berankis,30-0,.2173913,2,0
Ricardas Berankis,30-15,.22222222,2,1
Ricardas Berankis,30-30,.33333334,2,2
Ricardas Berankis,30-40,.45454547,2,3
Ricardas Berankis,40-0,.16666667,3,0
Ricardas Berankis,40-15,.2647059,3,1
Ricardas Berankis,40-30,.47368422,3,2
Ricardas Berankis,40-40,.14814815,3,3
Ricardas Berankis,40-50,0,3,4
Ricardas Berankis,50-40,.34782609,4,3
Richard Berankis,0-0,.35714287,0,0
Richard Berankis,0-15,.2,0,1
Richard Berankis,0-30,0,0,2
Richard Berankis,15-0,.33333334,1,0
Richard Berankis,15-15,.14285715,1,1
Richard Berankis,15-30,0,1,2
Richard Berankis,30-0,0,2,0
Richard Berankis,30-15,.33333334,2,1
Richard Berankis,30-30,0,2,2
Richard Berankis,40-0,0,3,0
Richard Berankis,40-15,0,3,1
Richard Berankis,40-30,.25,3,2
Richard Berankis,40-40,0,3,3
Richard Berankis,50-40,0,4,3
Richard Gasquet,0-0,.33088234,0,0
Richard Gasquet,0-15,.36666667,0,1
Richard Gasquet,0-30,.36363637,0,2
Richard Gasquet,0-40,.25,0,3
Richard Gasquet,15-0,.40109891,1,0
Richard Gasquet,15-15,.35384616,1,1
Richard Gasquet,15-30,.35820895,1,2
Richard Gasquet,15-40,.30303031,1,3
Richard Gasquet,30-0,.26605505,2,0
Richard Gasquet,30-15,.33628318,2,1
Richard Gasquet,30-30,.19753087,2,2
Richard Gasquet,30-40,.25641027,2,3
Richard Gasquet,40-0,.30000001,3,0
Richard Gasquet,40-15,.2020202,3,1
Richard Gasquet,40-30,.31764707,3,2
Richard Gasquet,40-40,.35779816,3,3
Richard Gasquet,40-50,.35897437,3,4
Richard Gasquet,50-40,.40000001,4,3
Roberto Bautista Agut,0-0,.41935483,0,0
Roberto Bautista Agut,0-15,.23076923,0,1
Roberto Bautista Agut,0-30,.33333334,0,2
Roberto Bautista Agut,0-40,0,0,3
Roberto Bautista Agut,15-0,.27777779,1,0
Roberto Bautista Agut,15-15,.33333334,1,1
Roberto Bautista Agut,15-30,.42857143,1,2
Roberto Bautista Agut,15-40,.25,1,3
Roberto Bautista Agut,30-0,.23076923,2,0
Roberto Bautista Agut,30-15,.23076923,2,1
Roberto Bautista Agut,30-30,.14285715,2,2
Roberto Bautista Agut,30-40,.5,2,3
Roberto Bautista Agut,40-0,.2,3,0
Roberto Bautista Agut,40-15,.25,3,1
Roberto Bautista Agut,40-30,.33333334,3,2
Roberto Bautista Agut,40-40,.11111111,3,3
Roberto Bautista Agut,40-50,0,3,4
Roberto Bautista Agut,50-40,.375,4,3
Roberto Bautista-Agut,0-0,.2538071,0,0
Roberto Bautista-Agut,0-15,.36000001,0,1
Roberto Bautista-Agut,0-30,.22222222,0,2
Roberto Bautista-Agut,0-40,.75,0,3
Roberto Bautista-Agut,15-0,.3877551,1,0
Roberto Bautista-Agut,15-15,.35955057,1,1
Roberto Bautista-Agut,15-30,.30434781,1,2
Roberto Bautista-Agut,15-40,.33333334,1,3
Roberto Bautista-Agut,30-0,.31111112,2,0
Roberto Bautista-Agut,30-15,.3882353,2,1
Roberto Bautista-Agut,30-30,.43076923,2,2
Roberto Bautista-Agut,30-40,.18421052,2,3
Roberto Bautista-Agut,40-0,.27419356,3,0
Roberto Bautista-Agut,40-15,.31884059,3,1
Roberto Bautista-Agut,40-30,.25423729,3,2
Roberto Bautista-Agut,40-40,.33333334,3,3
Roberto Bautista-Agut,40-50,.56521738,3,4
Roberto Bautista-Agut,50-40,.28260869,4,3
Robin Haase,0-0,.27184466,0,0
Robin Haase,0-15,.42857143,0,1
Robin Haase,0-30,.25,0,2
Robin Haase,0-40,.66666669,0,3
Robin Haase,15-0,.29333332,1,0
Robin Haase,15-15,.18421052,1,1
Robin Haase,15-30,.4375,1,2
Robin Haase,15-40,.5,1,3
Robin Haase,30-0,.26415095,2,0
Robin Haase,30-15,.2,2,1
Robin Haase,30-30,.27777779,2,2
Robin Haase,30-40,.33333334,2,3
Robin Haase,40-0,.23076923,3,0
Robin Haase,40-15,.22222222,3,1
Robin Haase,40-30,.34782609,3,2
Robin Haase,40-40,.30000001,3,3
Robin Haase,40-50,1,3,4
Robin Haase,50-40,.42857143,4,3
Roger Federer,0-0,.35597825,0,0
Roger Federer,0-15,.45801526,0,1
Roger Federer,0-30,.41666666,0,2
Roger Federer,0-40,.44,0,3
Roger Federer,15-0,.35021096,1,0
Roger Federer,15-15,.37662336,1,1
Roger Federer,15-30,.39784947,1,2
Roger Federer,15-40,.35294119,1,3
Roger Federer,30-0,.38311687,2,0
Roger Federer,30-15,.40000001,2,1
Roger Federer,30-30,.36440679,2,2
Roger Federer,30-40,.42105263,2,3
Roger Federer,40-0,.35789475,3,0
Roger Federer,40-15,.33858266,3,1
Roger Federer,40-30,.38135594,3,2
Roger Federer,40-40,.39664805,3,3
Roger Federer,40-50,.38028169,3,4
Roger Federer,50-40,.42592594,4,3
Ruben Bemelmans,0-0,.26666668,0,0
Ruben Bemelmans,0-15,.5,0,1
Ruben Bemelmans,0-30,.5,0,2
Ruben Bemelmans,0-40,0,0,3
Ruben Bemelmans,15-0,.63636363,1,0
Ruben Bemelmans,15-15,.33333334,1,1
Ruben Bemelmans,15-30,.75,1,2
Ruben Bemelmans,15-40,.25,1,3
Ruben Bemelmans,30-0,0,2,0
Ruben Bemelmans,30-15,.33333334,2,1
Ruben Bemelmans,30-30,.33333334,2,2
Ruben Bemelmans,30-40,.25,2,3
Ruben Bemelmans,40-0,0,3,0
Ruben Bemelmans,40-15,.25,3,1
Ruben Bemelmans,40-30,.66666669,3,2
Ruben Bemelmans,40-40,.22222222,3,3
Ruben Bemelmans,40-50,.5,3,4
Ruben Bemelmans,50-40,.42857143,4,3
Ryan Harrison,0-0,.37142858,0,0
Ryan Harrison,0-15,.38461539,0,1
Ryan Harrison,0-30,.40000001,0,2
Ryan Harrison,0-40,1,0,3
Ryan Harrison,15-0,.40909091,1,0
Ryan Harrison,15-15,.23529412,1,1
Ryan Harrison,15-30,.2857143,1,2
Ryan Harrison,15-40,0,1,3
Ryan Harrison,30-0,.30769232,2,0
Ryan Harrison,30-15,.35294119,2,1
Ryan Harrison,30-30,.27272728,2,2
Ryan Harrison,30-40,.60000002,2,3
Ryan Harrison,40-0,.33333334,3,0
Ryan Harrison,40-15,.21428572,3,1
Ryan Harrison,40-30,.45454547,3,2
Ryan Harrison,40-40,.41176471,3,3
Ryan Harrison,40-50,.14285715,3,4
Ryan Harrison,50-40,.40000001,4,3
Sam Querrey,0-0,.25531915,0,0
Sam Querrey,0-15,.30555555,0,1
Sam Querrey,0-30,.36363637,0,2
Sam Querrey,0-40,.5,0,3
Sam Querrey,15-0,.2857143,1,0
Sam Querrey,15-15,.27272728,1,1
Sam Querrey,15-30,.22727273,1,2
Sam Querrey,15-40,.5714286,1,3
Sam Querrey,30-0,.30666667,2,0
Sam Querrey,30-15,.38095239,2,1
Sam Querrey,30-30,.31707317,2,2
Sam Querrey,30-40,.3125,2,3
Sam Querrey,40-0,.34615386,3,0
Sam Querrey,40-15,.33333334,3,1
Sam Querrey,40-30,.34042552,3,2
Sam Querrey,40-40,.19512194,3,3
Sam Querrey,40-50,.375,3,4
Sam Querrey,50-40,.27272728,4,3
Samuel Groth,0-0,.21126761,0,0
Samuel Groth,0-15,.26666668,0,1
Samuel Groth,0-30,.5,0,2
Samuel Groth,0-40,0,0,3
Samuel Groth,15-0,.32142857,1,0
Samuel Groth,15-15,.13793103,1,1
Samuel Groth,15-30,.16666667,1,2
Samuel Groth,15-40,.33333334,1,3
Samuel Groth,30-0,.23684211,2,0
Samuel Groth,30-15,.29411766,2,1
Samuel Groth,30-30,.13333334,2,2
Samuel Groth,30-40,0,2,3
Samuel Groth,40-0,.31034482,3,0
Samuel Groth,40-15,.090909094,3,1
Samuel Groth,40-30,.25,3,2
Samuel Groth,40-40,0,3,3
Samuel Groth,50-40,.33333334,4,3
Santiago Giraldo,0-0,.2857143,0,0
Santiago Giraldo,0-15,.14285715,0,1
Santiago Giraldo,0-30,.5,0,2
Santiago Giraldo,0-40,0,0,3
Santiago Giraldo,15-0,.42857143,1,0
Santiago Giraldo,15-15,.33333334,1,1
Santiago Giraldo,15-30,.30000001,1,2
Santiago Giraldo,15-40,.5,1,3
Santiago Giraldo,30-0,.34999999,2,0
Santiago Giraldo,30-15,.44,2,1
Santiago Giraldo,30-30,.22222222,2,2
Santiago Giraldo,30-40,.33333334,2,3
Santiago Giraldo,40-0,.30769232,3,0
Santiago Giraldo,40-15,.5,3,1
Santiago Giraldo,40-30,.26086956,3,2
Santiago Giraldo,40-40,.57692307,3,3
Santiago Giraldo,40-50,.26666668,3,4
Santiago Giraldo,50-40,.45454547,4,3
Sergiy Stakhovsky,0-0,.25,0,0
Sergiy Stakhovsky,0-15,.37837839,0,1
Sergiy Stakhovsky,0-30,.2857143,0,2
Sergiy Stakhovsky,0-40,.5,0,3
Sergiy Stakhovsky,15-0,.27027026,1,0
Sergiy Stakhovsky,15-15,.26415095,1,1
Sergiy Stakhovsky,15-30,.625,1,2
Sergiy Stakhovsky,15-40,.41176471,1,3
Sergiy Stakhovsky,30-0,.24691358,2,0
Sergiy Stakhovsky,30-15,.33898306,2,1
Sergiy Stakhovsky,30-30,.34482759,2,2
Sergiy Stakhovsky,30-40,.40000001,2,3
Sergiy Stakhovsky,40-0,.26229507,3,0
Sergiy Stakhovsky,40-15,.25454545,3,1
Sergiy Stakhovsky,40-30,.33333334,3,2
Sergiy Stakhovsky,40-40,.29824561,3,3
Sergiy Stakhovsky,40-50,.11764706,3,4
Sergiy Stakhovsky,50-40,.47499999,4,3
Simone Bolelli,0-0,.24657534,0,0
Simone Bolelli,0-15,.4074074,0,1
Simone Bolelli,0-30,.22727273,0,2
Simone Bolelli,0-40,.60000002,0,3
Simone Bolelli,15-0,.29090908,1,0
Simone Bolelli,15-15,.27500001,1,1
Simone Bolelli,15-30,.33333334,1,2
Simone Bolelli,15-40,.13333334,1,3
Simone Bolelli,30-0,.25641027,2,0
Simone Bolelli,30-15,.19318181,2,1
Simone Bolelli,30-30,.39534885,2,2
Simone Bolelli,30-40,.30000001,2,3
Simone Bolelli,40-0,.32183909,3,0
Simone Bolelli,40-15,.3131313,3,1
Simone Bolelli,40-30,.31578946,3,2
Simone Bolelli,40-40,.27692309,3,3
Simone Bolelli,40-50,.16666667,3,4
Simone Bolelli,50-40,.23404256,4,3
Stan Wawrinka,0-0,.34650457,0,0
Stan Wawrinka,0-15,.2631579,0,1
Stan Wawrinka,0-30,.33333334,0,2
Stan Wawrinka,0-40,.5,0,3
Stan Wawrinka,15-0,.35813954,1,0
Stan Wawrinka,15-15,.34782609,1,1
Stan Wawrinka,15-30,.31578946,1,2
Stan Wawrinka,15-40,.41379312,1,3
Stan Wawrinka,30-0,.23188406,2,0
Stan Wawrinka,30-15,.270073,2,1
Stan Wawrinka,30-30,.44943821,2,2
Stan Wawrinka,30-40,.31578946,2,3
Stan Wawrinka,40-0,.32075471,3,0
Stan Wawrinka,40-15,.28358209,3,1
Stan Wawrinka,40-30,.44827586,3,2
Stan Wawrinka,40-40,.41059601,3,3
