servername,gamescore,servePointProbability_top20,servePointFreq_top20,playerScore,opponentScore
Marco Chiudinelli,30-40,0,1,2,3
Marco Chiudinelli,40-0,1,2,3,0
Marco Chiudinelli,40-15,.66666669,3,3,1
Marco Chiudinelli,40-30,.80000001,5,3,2
Marco Chiudinelli,40-40,1,1,3,3
Marco Chiudinelli,50-40,1,1,4,3
Marcos Baghdatis,0-0,.58241761,91,0,0
Marcos Baghdatis,0-15,.47368422,38,0,1
Marcos Baghdatis,0-30,.5,20,0,2
Marcos Baghdatis,0-40,.2,10,0,3
Marcos Baghdatis,100-101,.75,4,7,7
Marcos Baghdatis,100-102,0,1,7,7
Marcos Baghdatis,101-101,.66666669,3,7,7
Marcos Baghdatis,101-104,1,1,7,7
Marcos Baghdatis,102-103,1,1,7,7
Marcos Baghdatis,102-104,1,1,7,7
Marcos Baghdatis,103-102,0,2,7,7
Marcos Baghdatis,103-103,.33333334,3,7,7
Marcos Baghdatis,104-105,0,3,7,7
Marcos Baghdatis,104-106,.66666669,3,7,8
Marcos Baghdatis,105-104,1,1,7,7
Marcos Baghdatis,106-104,1,1,8,7
Marcos Baghdatis,106-107,1,1,8,8
Marcos Baghdatis,107-107,1,1,8,8
Marcos Baghdatis,15-0,.64150941,53,1,0
Marcos Baghdatis,15-15,.5945946,37,1,1
Marcos Baghdatis,15-30,.47999999,25,1,2
Marcos Baghdatis,15-40,.60000002,15,1,3
Marcos Baghdatis,30-0,.7352941,34,2,0
Marcos Baghdatis,30-15,.64516127,31,2,1
Marcos Baghdatis,30-30,.73913044,23,2,2
Marcos Baghdatis,30-40,.66666669,15,2,3
Marcos Baghdatis,40-0,.83999997,25,3,0
Marcos Baghdatis,40-15,.54166669,24,3,1
Marcos Baghdatis,40-30,.64285713,28,3,2
Marcos Baghdatis,40-40,.75,36,3,3
Marcos Baghdatis,40-50,.55555558,9,3,4
Marcos Baghdatis,50-40,.5925926,27,4,3
Marin Cilic,0-0,.67295599,159,0,0
Marin Cilic,0-15,.69230771,52,0,1
Marin Cilic,0-30,.75,16,0,2
Marin Cilic,0-40,1,4,0,3
Marin Cilic,100-101,1,1,7,7
Marin Cilic,101-100,.66666669,3,7,7
Marin Cilic,101-101,.5,2,7,7
Marin Cilic,102-100,.5,2,7,7
Marin Cilic,102-103,1,1,7,7
Marin Cilic,103-102,.33333334,3,7,7
Marin Cilic,103-103,1,3,7,7
Marin Cilic,104-102,1,1,7,7
Marin Cilic,104-105,0,1,7,7
Marin Cilic,104-106,0,1,7,8
Marin Cilic,105-104,1,3,7,7
Marin Cilic,106-104,.33333334,3,8,7
Marin Cilic,106-107,1,1,8,8
Marin Cilic,107-106,1,1,8,8
Marin Cilic,107-107,1,1,8,8
Marin Cilic,15-0,.55140185,107,1,0
Marin Cilic,15-15,.60714287,84,1,1
Marin Cilic,15-30,.66666669,45,1,2
Marin Cilic,15-40,.63157892,19,1,3
Marin Cilic,30-0,.67796612,59,2,0
Marin Cilic,30-15,.62857145,70,2,1
Marin Cilic,30-30,.58928573,56,2,2
Marin Cilic,30-40,.65714288,35,2,3
Marin Cilic,40-0,.55000001,40,3,0
Marin Cilic,40-15,.82258064,62,3,1
Marin Cilic,40-30,.70454544,44,3,2
Marin Cilic,40-40,.58749998,80,3,3
Marin Cilic,40-50,.60606062,33,3,4
Marin Cilic,50-40,.4893617,47,4,3
Marinko Matosevic,0-0,.64285713,42,0,0
Marinko Matosevic,0-15,.60000002,15,0,1
Marinko Matosevic,0-30,1,6,0,2
Marinko Matosevic,100-100,1,1,7,7
Marinko Matosevic,101-100,0,1,7,7
Marinko Matosevic,101-101,0,1,7,7
Marinko Matosevic,102-101,1,1,7,7
Marinko Matosevic,103-101,1,1,7,7
Marinko Matosevic,103-102,0,1,7,7
Marinko Matosevic,103-103,0,1,7,7
Marinko Matosevic,103-106,0,1,7,8
Marinko Matosevic,104-103,0,1,7,7
Marinko Matosevic,104-104,0,1,7,7
Marinko Matosevic,106-105,0,1,8,7
Marinko Matosevic,106-106,1,1,8,8
Marinko Matosevic,107-108,0,1,8,8
Marinko Matosevic,15-0,.5925926,27,1,0
Marinko Matosevic,15-15,.75,20,1,1
Marinko Matosevic,15-30,.45454547,11,1,2
Marinko Matosevic,15-40,.5,6,1,3
Marinko Matosevic,30-0,.8125,16,2,0
Marinko Matosevic,30-15,.6111111,18,2,1
Marinko Matosevic,30-30,.75,12,2,2
Marinko Matosevic,30-40,.5,6,2,3
Marinko Matosevic,40-0,.61538464,13,3,0
Marinko Matosevic,40-15,.5625,16,3,1
Marinko Matosevic,40-30,.6875,16,3,2
Marinko Matosevic,40-40,.71428573,14,3,3
Marinko Matosevic,40-50,.25,4,3,4
Marinko Matosevic,50-40,.5,10,4,3
Marius Copil,0-0,.75,16,0,0
Marius Copil,0-15,.5,4,0,1
Marius Copil,0-30,.5,2,0,2
Marius Copil,0-40,0,1,0,3
Marius Copil,101-100,.5,2,7,7
Marius Copil,101-101,1,1,7,7
Marius Copil,102-100,0,1,7,7
Marius Copil,102-103,.5,2,7,7
Marius Copil,102-104,1,1,7,7
Marius Copil,103-103,0,1,7,7
Marius Copil,103-106,1,1,7,8
Marius Copil,104-106,0,1,7,8
Marius Copil,105-104,1,1,7,7
Marius Copil,106-104,1,1,8,7
Marius Copil,15-0,.75,12,1,0
Marius Copil,15-15,.80000001,5,1,1
Marius Copil,15-30,1,2,1,2
Marius Copil,30-0,.8888889,9,2,0
Marius Copil,30-15,.80000001,5,2,1
Marius Copil,30-30,.66666669,3,2,2
Marius Copil,30-40,1,1,2,3
Marius Copil,40-0,.75,8,3,0
Marius Copil,40-15,.83333331,6,3,1
Marius Copil,40-30,1,3,3,2
Marius Copil,40-40,.2,5,3,3
Marius Copil,40-50,.75,4,3,4
Marius Copil,50-40,0,1,4,3
Marsel Ilhan,0-0,.65957445,47,0,0
Marsel Ilhan,0-15,.6875,16,0,1
Marsel Ilhan,0-30,.40000001,5,0,2
Marsel Ilhan,0-40,.66666669,3,0,3
Marsel Ilhan,100-100,.5,2,7,7
Marsel Ilhan,101-102,1,1,7,7
Marsel Ilhan,102-101,0,1,7,7
Marsel Ilhan,102-102,0,2,7,7
Marsel Ilhan,103-104,0,1,7,7
Marsel Ilhan,103-105,0,1,7,7
Marsel Ilhan,104-103,1,1,7,7
Marsel Ilhan,105-103,1,1,7,7
Marsel Ilhan,105-106,1,1,7,8
Marsel Ilhan,106-105,1,1,8,7
Marsel Ilhan,106-106,1,1,8,8
Marsel Ilhan,15-0,.61290324,31,1,0
Marsel Ilhan,15-15,.60869563,23,1,1
Marsel Ilhan,15-30,.63636363,11,1,2
Marsel Ilhan,15-40,.5,6,1,3
Marsel Ilhan,30-0,.47368422,19,2,0
Marsel Ilhan,30-15,.625,24,2,1
Marsel Ilhan,30-30,.5625,16,2,2
Marsel Ilhan,30-40,.5,10,2,3
Marsel Ilhan,40-0,.77777779,9,3,0
Marsel Ilhan,40-15,.7647059,17,3,1
Marsel Ilhan,40-30,.69230771,13,3,2
Marsel Ilhan,40-40,.64705884,17,3,3
Marsel Ilhan,40-50,.66666669,6,3,4
Marsel Ilhan,50-40,.63636363,11,4,3
Martin Klizan,0-0,.57999998,50,0,0
Martin Klizan,0-15,.52380955,21,0,1
Martin Klizan,0-30,.40000001,10,0,2
Martin Klizan,0-40,.33333334,6,0,3
Martin Klizan,15-0,.44827586,29,1,0
Martin Klizan,15-15,.4074074,27,1,1
Martin Klizan,15-30,.40000001,20,1,2
Martin Klizan,15-40,.35714287,14,1,3
Martin Klizan,30-0,.76923078,13,2,0
Martin Klizan,30-15,.64285713,14,2,1
Martin Klizan,30-30,.30769232,13,2,2
Martin Klizan,30-40,.71428573,14,2,3
Martin Klizan,40-0,.5,10,3,0
Martin Klizan,40-15,.64285713,14,3,1
Martin Klizan,40-30,.55555558,9,3,2
Martin Klizan,40-40,.36363637,22,3,3
Martin Klizan,40-50,.42857143,14,3,4
Martin Klizan,50-40,.75,8,4,3
Matteo Donati,0-0,.77777779,9,0,0
Matteo Donati,0-15,.5,2,0,1
Matteo Donati,0-30,0,1,0,2
Matteo Donati,0-40,0,1,0,3
Matteo Donati,15-0,.42857143,7,1,0
Matteo Donati,15-15,.60000002,5,1,1
Matteo Donati,15-30,0,2,1,2
Matteo Donati,15-40,1,2,1,3
Matteo Donati,30-0,1,3,2,0
Matteo Donati,30-15,.33333334,3,2,1
Matteo Donati,30-30,0,2,2,2
Matteo Donati,30-40,.75,4,2,3
Matteo Donati,40-0,.66666669,3,3,0
Matteo Donati,40-15,.5,2,3,1
Matteo Donati,40-30,0,1,3,2
Matteo Donati,40-40,.71428573,7,3,3
Matteo Donati,40-50,.5,2,3,4
Matteo Donati,50-40,.60000002,5,4,3
Matthew Ebden,0-0,.60000002,15,0,0
Matthew Ebden,0-15,.83333331,6,0,1
Matthew Ebden,0-30,1,1,0,2
Matthew Ebden,100-100,1,1,7,7
Matthew Ebden,102-101,0,1,7,7
Matthew Ebden,102-102,1,1,7,7
Matthew Ebden,104-103,1,1,7,7
Matthew Ebden,105-103,1,1,7,7
Matthew Ebden,106-105,0,1,8,7
Matthew Ebden,106-106,1,1,8,8
Matthew Ebden,107-108,1,1,8,8
Matthew Ebden,108-108,0,1,8,8
Matthew Ebden,15-0,.44444445,9,1,0
Matthew Ebden,15-15,.5,10,1,1
Matthew Ebden,15-30,.66666669,6,1,2
Matthew Ebden,15-40,.5,2,1,3
Matthew Ebden,30-0,.5,4,2,0
Matthew Ebden,30-15,.71428573,7,2,1
Matthew Ebden,30-30,.66666669,6,2,2
Matthew Ebden,30-40,.66666669,3,2,3
Matthew Ebden,40-0,.5,2,3,0
Matthew Ebden,40-15,.83333331,6,3,1
Matthew Ebden,40-30,.80000001,5,3,2
Matthew Ebden,40-40,.60000002,5,3,3
Matthew Ebden,40-50,.5,2,3,4
Matthew Ebden,50-40,.66666669,3,4,3
Matthias Bachinger,0-0,.45454547,11,0,0
Matthias Bachinger,0-15,.66666669,6,0,1
Matthias Bachinger,0-30,.5,2,0,2
Matthias Bachinger,0-40,1,1,0,3
Matthias Bachinger,100-100,1,1,7,7
Matthias Bachinger,101-102,0,1,7,7
Matthias Bachinger,101-103,1,1,7,7
Matthias Bachinger,102-105,0,1,7,7
Matthias Bachinger,102-106,0,1,7,8
Matthias Bachinger,15-0,.80000001,5,1,0
Matthias Bachinger,15-15,.80000001,5,1,1
Matthias Bachinger,15-30,0,2,1,2
Matthias Bachinger,15-40,.66666669,3,1,3
Matthias Bachinger,30-0,.75,4,2,0
Matthias Bachinger,30-15,1,5,2,1
Matthias Bachinger,30-40,1,2,2,3
Matthias Bachinger,40-0,.66666669,3,3,0
Matthias Bachinger,40-15,.83333331,6,3,1
Matthias Bachinger,40-30,0,1,3,2
Matthias Bachinger,40-40,.80000001,5,3,3
Matthias Bachinger,40-50,1,1,3,4
Matthias Bachinger,50-40,.75,4,4,3
Michael Berrer,0-0,.64102566,39,0,0
Michael Berrer,0-15,.5714286,14,0,1
Michael Berrer,0-30,.33333334,6,0,2
Michael Berrer,0-40,.75,4,0,3
Michael Berrer,100-100,1,2,7,7
Michael Berrer,101-102,1,1,7,7
Michael Berrer,102-101,1,1,7,7
Michael Berrer,102-102,1,1,7,7
Michael Berrer,103-101,1,1,7,7
Michael Berrer,104-103,1,1,7,7
Michael Berrer,105-102,1,1,7,7
Michael Berrer,105-103,0,1,7,7
Michael Berrer,106-102,0,1,8,7
Michael Berrer,15-0,.68000001,25,1,0
Michael Berrer,15-15,.5625,16,1,1
Michael Berrer,15-30,.33333334,9,1,2
Michael Berrer,15-40,.77777779,9,1,3
Michael Berrer,30-0,.64705884,17,2,0
Michael Berrer,30-15,.60000002,15,2,1
Michael Berrer,30-30,.33333334,9,2,2
Michael Berrer,30-40,.76923078,13,2,3
Michael Berrer,40-0,.63636363,11,3,0
Michael Berrer,40-15,.61538464,13,3,1
Michael Berrer,40-30,.875,8,3,2
Michael Berrer,40-40,.5,20,3,3
Michael Berrer,40-50,.60000002,10,3,4
Michael Berrer,50-40,.69999999,10,4,3
Mikhail Kukushkin,0-0,.64077669,103,0,0
Mikhail Kukushkin,0-15,.64864862,37,0,1
Mikhail Kukushkin,0-30,.69230771,13,0,2
Mikhail Kukushkin,0-40,.5,4,0,3
Mikhail Kukushkin,100-101,.33333334,6,7,7
Mikhail Kukushkin,100-102,.5,4,7,7
Mikhail Kukushkin,101-101,1,2,7,7
Mikhail Kukushkin,101-104,0,2,7,7
Mikhail Kukushkin,101-105,0,2,7,7
Mikhail Kukushkin,102-103,.5,2,7,7
Mikhail Kukushkin,102-104,1,1,7,7
Mikhail Kukushkin,103-102,0,1,7,7
Mikhail Kukushkin,103-103,1,2,7,7
Mikhail Kukushkin,103-106,0,2,7,8
Mikhail Kukushkin,104-101,1,1,7,7
Mikhail Kukushkin,104-105,1,1,7,7
Mikhail Kukushkin,105-101,1,1,7,7
Mikhail Kukushkin,105-104,1,1,7,7
Mikhail Kukushkin,105-105,0,1,7,7
Mikhail Kukushkin,106-104,0,1,8,7
Mikhail Kukushkin,15-0,.59090906,66,1,0
Mikhail Kukushkin,15-15,.58823532,51,1,1
Mikhail Kukushkin,15-30,.56666666,30,1,2
Mikhail Kukushkin,15-40,.73333335,15,1,3
Mikhail Kukushkin,30-0,.53846157,39,2,0
Mikhail Kukushkin,30-15,.70833331,48,2,1
Mikhail Kukushkin,30-30,.58064514,31,2,2
Mikhail Kukushkin,30-40,.70833331,24,2,3
Mikhail Kukushkin,40-0,.85714287,21,3,0
Mikhail Kukushkin,40-15,.64864862,37,3,1
Mikhail Kukushkin,40-30,.54838711,31,3,2
Mikhail Kukushkin,40-40,.5714286,42,3,3
Mikhail Kukushkin,40-50,.27777779,18,3,4
Mikhail Kukushkin,50-40,.75,24,4,3
Mikhail Youzhny,0-0,.60000002,80,0,0
Mikhail Youzhny,0-15,.625,32,0,1
Mikhail Youzhny,0-30,.5,12,0,2
Mikhail Youzhny,0-40,.66666669,6,0,3
Mikhail Youzhny,15-0,.66666669,48,1,0
Mikhail Youzhny,15-15,.55555558,36,1,1
Mikhail Youzhny,15-30,.59090906,22,1,2
Mikhail Youzhny,15-40,.69230771,13,1,3
Mikhail Youzhny,30-0,.875,32,2,0
Mikhail Youzhny,30-15,.58333331,24,2,1
Mikhail Youzhny,30-30,.52173913,23,2,2
Mikhail Youzhny,30-40,.64999998,20,2,3
Mikhail Youzhny,40-0,.6785714,28,3,0
Mikhail Youzhny,40-15,.78260869,23,3,1
Mikhail Youzhny,40-30,.70588237,17,3,2
Mikhail Youzhny,40-40,.61290324,31,3,3
Mikhail Youzhny,40-50,.41666666,12,3,4
Mikhail Youzhny,50-40,.57894737,19,4,3
Milos Raonic,0-0,.73943663,142,0,0
Milos Raonic,0-15,.72972971,37,0,1
Milos Raonic,0-30,.60000002,10,0,2
Milos Raonic,0-40,.5,4,0,3
Milos Raonic,100-100,.85714287,7,7,7
Milos Raonic,100-101,.60000002,5,7,7
Milos Raonic,100-102,.5,2,7,7
Milos Raonic,101-100,1,1,7,7
Milos Raonic,101-101,.66666669,3,7,7
Milos Raonic,101-102,.83333331,6,7,7
Milos Raonic,101-103,0,1,7,7
Milos Raonic,101-104,1,1,7,7
Milos Raonic,101-106,1,1,7,8
Milos Raonic,102-100,1,1,7,7
Milos Raonic,102-101,0,1,7,7
Milos Raonic,102-102,1,6,7,7
Milos Raonic,102-103,.5,2,7,7
Milos Raonic,102-104,1,2,7,7
Milos Raonic,102-106,1,1,7,8
Milos Raonic,103-102,1,3,7,7
Milos Raonic,103-103,1,1,7,7
Milos Raonic,103-104,1,3,7,7
Milos Raonic,103-106,1,1,7,8
Milos Raonic,104-102,.66666669,3,7,7
Milos Raonic,104-103,.5,2,7,7
Milos Raonic,104-104,0,4,7,7
Milos Raonic,104-105,.33333334,3,7,7
Milos Raonic,104-106,1,3,7,8
Milos Raonic,105-102,1,1,7,7
Milos Raonic,105-103,1,1,7,7
Milos Raonic,105-105,1,1,7,7
Milos Raonic,105-106,1,2,7,8
Milos Raonic,106-102,1,1,8,7
Milos Raonic,106-103,1,2,8,7
Milos Raonic,106-106,1,2,8,8
Milos Raonic,107-106,1,1,8,8
Milos Raonic,107-108,1,1,8,8
Milos Raonic,108-107,1,1,8,8
Milos Raonic,108-108,1,1,8,8
Milos Raonic,109-110,1,1,8,8
Milos Raonic,110-110,1,1,8,8
Milos Raonic,15-0,.75238097,105,1,0
Milos Raonic,15-15,.6981132,53,1,1
Milos Raonic,15-30,.59090906,22,1,2
Milos Raonic,15-40,.90909094,11,1,3
Milos Raonic,30-0,.68354428,79,2,0
Milos Raonic,30-15,.7096774,62,2,1
Milos Raonic,30-30,.51612902,31,2,2
Milos Raonic,30-40,.95999998,25,2,3
Milos Raonic,40-0,.7962963,54,3,0
Milos Raonic,40-15,.70909089,55,3,1
Milos Raonic,40-30,.71875,32,3,2
Milos Raonic,40-40,.67307693,52,3,3
Milos Raonic,40-50,.58823532,17,3,4
Milos Raonic,50-40,.74285716,35,4,3
Mischa Zverev,0-0,.627451,51,0,0
Mischa Zverev,0-15,.78947371,19,0,1
Mischa Zverev,0-30,.75,4,0,2
Mischa Zverev,0-40,0,1,0,3
Mischa Zverev,100-100,1,1,7,7
Mischa Zverev,100-101,.5,2,7,7
Mischa Zverev,100-102,1,1,7,7
Mischa Zverev,101-100,.5,2,7,7
Mischa Zverev,101-101,0,2,7,7
Mischa Zverev,101-102,1,1,7,7
Mischa Zverev,101-104,.66666669,3,7,7
Mischa Zverev,101-105,1,1,7,7
Mischa Zverev,102-100,1,1,7,7
Mischa Zverev,102-102,1,1,7,7
Mischa Zverev,102-104,1,2,7,7
Mischa Zverev,103-102,0,1,7,7
Mischa Zverev,103-103,1,1,7,7
Mischa Zverev,103-106,1,1,7,8
Mischa Zverev,104-105,0,2,7,7
Mischa Zverev,104-106,1,3,7,8
Mischa Zverev,105-102,0,1,7,7
Mischa Zverev,105-103,1,1,7,7
Mischa Zverev,105-104,1,1,7,7
Mischa Zverev,106-104,0,1,8,7
Mischa Zverev,106-107,1,1,8,8
Mischa Zverev,107-107,1,1,8,8
Mischa Zverev,108-109,0,1,8,8
Mischa Zverev,15-0,.625,32,1,0
Mischa Zverev,15-15,.62962961,27,1,1
Mischa Zverev,15-30,.46153846,13,1,2
Mischa Zverev,15-40,.5714286,7,1,3
Mischa Zverev,30-0,.64999998,20,2,0
Mischa Zverev,30-15,.625,24,2,1
Mischa Zverev,30-30,.66666669,15,2,2
Mischa Zverev,30-40,.44444445,9,2,3
Mischa Zverev,40-0,.61538464,13,3,0
Mischa Zverev,40-15,.75,20,3,1
Mischa Zverev,40-30,.60000002,15,3,2
Mischa Zverev,40-40,.64705884,17,3,3
Mischa Zverev,40-50,.66666669,6,3,4
Mischa Zverev,50-40,.72727275,11,4,3
Nick Kyrgios,0-0,.63529414,170,0,0
Nick Kyrgios,0-15,.64516127,62,0,1
Nick Kyrgios,0-30,.68181819,22,0,2
Nick Kyrgios,0-40,.5714286,7,0,3
Nick Kyrgios,100-101,.5,6,7,7
Nick Kyrgios,100-102,.33333334,3,7,7
Nick Kyrgios,100-105,1,1,7,7
Nick Kyrgios,101-100,1,2,7,7
Nick Kyrgios,101-101,.66666669,3,7,7
Nick Kyrgios,101-104,.5,2,7,7
Nick Kyrgios,101-105,.5,2,7,7
Nick Kyrgios,102-100,0,2,7,7
Nick Kyrgios,102-103,1,1,7,7
Nick Kyrgios,102-104,1,1,7,7
Nick Kyrgios,103-102,.25,4,7,7
Nick Kyrgios,103-103,.75,4,7,7
Nick Kyrgios,103-106,1,1,7,8
Nick Kyrgios,104-102,1,1,7,7
Nick Kyrgios,104-105,1,2,7,7
Nick Kyrgios,104-106,1,1,7,8
Nick Kyrgios,105-104,.66666669,3,7,7
Nick Kyrgios,105-105,1,3,7,7
Nick Kyrgios,106-103,1,1,8,7
Nick Kyrgios,106-104,0,2,8,7
Nick Kyrgios,106-107,.75,4,8,8
Nick Kyrgios,107-107,.33333334,3,8,8
Nick Kyrgios,109-108,0,1,8,8
Nick Kyrgios,109-109,1,1,8,8
Nick Kyrgios,110-111,1,1,8,8
Nick Kyrgios,111-111,1,1,8,8
Nick Kyrgios,113-112,1,1,8,8
Nick Kyrgios,15-0,.68518519,108,1,0
Nick Kyrgios,15-15,.62162161,74,1,1
Nick Kyrgios,15-30,.60465115,43,1,2
Nick Kyrgios,15-40,.5714286,21,1,3
Nick Kyrgios,30-0,.6891892,74,2,0
Nick Kyrgios,30-15,.68115944,69,2,1
Nick Kyrgios,30-30,.64583331,48,2,2
Nick Kyrgios,30-40,.62068963,29,2,3
Nick Kyrgios,40-0,.70588237,51,3,0
Nick Kyrgios,40-15,.75806451,62,3,1
Nick Kyrgios,40-30,.65217394,46,3,2
Nick Kyrgios,40-40,.52380955,63,3,3
Nick Kyrgios,40-50,.63333333,30,3,4
Nick Kyrgios,50-40,.69696969,33,4,3
Nicolas Almagro,0-0,.7011494,87,0,0
Nicolas Almagro,0-15,.5,26,0,1
Nicolas Almagro,0-30,.69230771,13,0,2
Nicolas Almagro,0-40,.5,4,0,3
Nicolas Almagro,100-101,.33333334,3,7,7
Nicolas Almagro,100-102,0,2,7,7
Nicolas Almagro,100-105,.5,2,7,7
Nicolas Almagro,100-106,1,1,7,8
Nicolas Almagro,101-100,0,1,7,7
Nicolas Almagro,101-101,1,2,7,7
Nicolas Almagro,101-105,0,1,7,7
Nicolas Almagro,103-102,1,2,7,7
Nicolas Almagro,104-102,1,2,7,7
Nicolas Almagro,105-104,0,1,7,7
Nicolas Almagro,105-105,0,1,7,7
Nicolas Almagro,106-103,0,1,8,7
Nicolas Almagro,106-104,1,1,8,7
Nicolas Almagro,15-0,.62295079,61,1,0
Nicolas Almagro,15-15,.72222221,36,1,1
Nicolas Almagro,15-30,.63157892,19,1,2
Nicolas Almagro,15-40,.33333334,9,1,3
Nicolas Almagro,30-0,.78947371,38,2,0
Nicolas Almagro,30-15,.79411763,34,2,1
Nicolas Almagro,30-30,.42105263,19,2,2
Nicolas Almagro,30-40,.64285713,14,2,3
Nicolas Almagro,40-0,.53333336,30,3,0
Nicolas Almagro,40-15,.48780489,41,3,1
Nicolas Almagro,40-30,.75862068,29,3,2
Nicolas Almagro,40-40,.48333332,60,3,3
Nicolas Almagro,40-50,.67741936,31,3,4
Nicolas Almagro,50-40,.20689656,29,4,3
Nicolas Mahut,0-0,.57446808,47,0,0
Nicolas Mahut,0-15,.5,20,0,1
Nicolas Mahut,0-30,.69999999,10,0,2
Nicolas Mahut,0-40,.33333334,3,0,3
Nicolas Mahut,100-100,1,1,7,7
Nicolas Mahut,100-101,1,1,7,7
Nicolas Mahut,101-101,1,1,7,7
Nicolas Mahut,102-101,1,1,7,7
Nicolas Mahut,102-103,1,1,7,7
Nicolas Mahut,103-101,1,1,7,7
Nicolas Mahut,103-103,1,1,7,7
Nicolas Mahut,104-105,1,1,7,7
Nicolas Mahut,105-105,0,1,7,7
Nicolas Mahut,106-101,1,1,8,7
Nicolas Mahut,107-106,1,1,8,8
Nicolas Mahut,15-0,.62962961,27,1,0
Nicolas Mahut,15-15,.60000002,20,1,1
Nicolas Mahut,15-30,.46666667,15,1,2
Nicolas Mahut,15-40,1,9,1,3
Nicolas Mahut,30-0,.52941179,17,2,0
Nicolas Mahut,30-15,.60000002,20,2,1
Nicolas Mahut,30-30,.66666669,15,2,2
Nicolas Mahut,30-40,.64285713,14,2,3
Nicolas Mahut,40-0,.55555558,9,3,0
Nicolas Mahut,40-15,.6875,16,3,1
Nicolas Mahut,40-30,.93333334,15,3,2
Nicolas Mahut,40-40,.58823532,17,3,3
Nicolas Mahut,40-50,.5714286,7,3,4
Nicolas Mahut,50-40,.69999999,10,4,3
Nikoloz Basilashvili,0-0,.75,12,0,0
Nikoloz Basilashvili,0-15,1,3,0,1
Nikoloz Basilashvili,15-0,.44444445,9,1,0
Nikoloz Basilashvili,15-15,.5,8,1,1
Nikoloz Basilashvili,15-30,0,4,1,2
Nikoloz Basilashvili,15-40,0,4,1,3
Nikoloz Basilashvili,30-0,.75,4,2,0
Nikoloz Basilashvili,30-15,.60000002,5,2,1
Nikoloz Basilashvili,30-30,1,2,2,2
Nikoloz Basilashvili,40-0,.66666669,3,3,0
Nikoloz Basilashvili,40-15,1,4,3,1
Nikoloz Basilashvili,40-30,.5,2,3,2
Nikoloz Basilashvili,40-40,.66666669,3,3,3
Nikoloz Basilashvili,40-50,1,1,3,4
Nikoloz Basilashvili,50-40,.5,2,4,3
Norbert Gombos,0-0,.44444445,9,0,0
Norbert Gombos,0-15,.40000001,5,0,1
Norbert Gombos,0-30,.66666669,3,0,2
Norbert Gombos,0-40,1,1,0,3
Norbert Gombos,15-0,.25,4,1,0
Norbert Gombos,15-15,.40000001,5,1,1
Norbert Gombos,15-30,.40000001,5,1,2
Norbert Gombos,15-40,1,4,1,3
Norbert Gombos,30-0,0,1,2,0
Norbert Gombos,30-15,1,3,2,1
Norbert Gombos,30-30,.5,2,2,2
Norbert Gombos,30-40,.40000001,5,2,3
Norbert Gombos,40-15,.66666669,3,3,1
Norbert Gombos,40-30,.5,2,3,2
Norbert Gombos,40-40,.25,4,3,3
Norbert Gombos,40-50,.33333334,3,3,4
Norbert Gombos,50-40,1,1,4,3
Novak Djokovic,0-0,.66489363,564,0,0
Novak Djokovic,0-15,.56084657,189,0,1
Novak Djokovic,0-30,.63855422,83,0,2
Novak Djokovic,0-40,.56666666,30,0,3
Novak Djokovic,100-100,.66666669,12,7,7
Novak Djokovic,100-101,1,2,7,7
Novak Djokovic,100-103,0,1,7,7
Novak Djokovic,100-104,1,1,7,7
Novak Djokovic,101-100,.33333334,3,7,7
Novak Djokovic,101-101,.5,4,7,7
Novak Djokovic,101-102,.5,4,7,7
Novak Djokovic,101-103,.5,2,7,7
Novak Djokovic,101-106,0,1,7,8
Novak Djokovic,102-100,1,1,7,7
Novak Djokovic,102-101,.60000002,5,7,7
Novak Djokovic,102-102,.75,4,7,7
Novak Djokovic,102-103,.66666669,3,7,7
Novak Djokovic,102-104,1,1,7,7
Novak Djokovic,102-105,1,1,7,7
Novak Djokovic,103-100,1,2,7,7
Novak Djokovic,103-101,.66666669,3,7,7
Novak Djokovic,103-103,.5,2,7,7
Novak Djokovic,103-104,.66666669,3,7,7
Novak Djokovic,103-105,1,2,7,7
Novak Djokovic,103-106,1,1,7,8
Novak Djokovic,104-100,.5,2,7,7
Novak Djokovic,104-101,.5,2,7,7
Novak Djokovic,104-102,1,1,7,7
Novak Djokovic,104-103,.5,2,7,7
Novak Djokovic,104-104,1,3,7,7
Novak Djokovic,104-105,1,1,7,7
Novak Djokovic,104-106,1,1,7,8
Novak Djokovic,105-101,1,1,7,7
Novak Djokovic,105-102,.5,4,7,7
Novak Djokovic,105-103,1,3,7,7
Novak Djokovic,105-104,1,1,7,7
Novak Djokovic,105-105,1,1,7,7
Novak Djokovic,105-106,1,2,7,8
Novak Djokovic,106-101,1,1,8,7
Novak Djokovic,106-102,.5,2,8,7
Novak Djokovic,106-103,1,1,8,7
Novak Djokovic,106-104,0,1,8,7
Novak Djokovic,106-105,.75,4,8,7
Novak Djokovic,106-106,.66666669,3,8,8
Novak Djokovic,106-107,1,1,8,8
Novak Djokovic,107-106,0,1,8,8
Novak Djokovic,107-107,.5,2,8,8
Novak Djokovic,108-109,.5,2,8,8
Novak Djokovic,109-109,0,1,8,8
Novak Djokovic,111-110,1,1,8,8
Novak Djokovic,15-0,.64266664,375,1,0
Novak Djokovic,15-15,.65416664,240,1,1
Novak Djokovic,15-30,.61764705,136,1,2
Novak Djokovic,15-40,.60869563,69,1,3
Novak Djokovic,30-0,.67219919,241,2,0
