returnername,gamescore,returnPointProbability,returnPointFreq,opponentScore,playerScore
Diego Sebastian Schwartzman,102-100,0,1,7,7
Diego Sebastian Schwartzman,102-101,.5,2,7,7
Diego Sebastian Schwartzman,102-102,.5,2,7,7
Diego Sebastian Schwartzman,102-103,0,2,7,7
Diego Sebastian Schwartzman,102-105,0,1,7,7
Diego Sebastian Schwartzman,103-101,1,1,7,7
Diego Sebastian Schwartzman,103-102,0,1,7,7
Diego Sebastian Schwartzman,103-103,0,2,7,7
Diego Sebastian Schwartzman,103-104,1,2,7,7
Diego Sebastian Schwartzman,103-105,0,3,7,7
Diego Sebastian Schwartzman,104-102,0,1,7,7
Diego Sebastian Schwartzman,104-103,0,1,7,7
Diego Sebastian Schwartzman,104-105,1,1,7,7
Diego Sebastian Schwartzman,104-106,0,1,7,8
Diego Sebastian Schwartzman,105-100,0,1,7,7
Diego Sebastian Schwartzman,105-103,1,1,7,7
Diego Sebastian Schwartzman,105-104,0,1,7,7
Diego Sebastian Schwartzman,106-100,0,1,8,7
Diego Sebastian Schwartzman,106-103,0,1,8,7
Diego Sebastian Schwartzman,106-104,0,1,8,7
Diego Sebastian Schwartzman,106-105,.25,4,8,7
Diego Sebastian Schwartzman,106-106,0,1,8,8
Diego Sebastian Schwartzman,107-106,1,1,8,8
Diego Sebastian Schwartzman,107-107,0,1,8,8
Diego Sebastian Schwartzman,108-107,1,1,8,8
Diego Sebastian Schwartzman,108-108,0,1,8,8
Diego Sebastian Schwartzman,108-109,1,1,8,8
Diego Sebastian Schwartzman,109-110,1,1,8,8
Diego Sebastian Schwartzman,15-0,.38518518,135,1,0
Diego Sebastian Schwartzman,15-15,.46226415,106,1,1
Diego Sebastian Schwartzman,15-30,.35211268,71,1,2
Diego Sebastian Schwartzman,15-40,.30000001,30,1,3
Diego Sebastian Schwartzman,30-0,.37349397,83,2,0
Diego Sebastian Schwartzman,30-15,.35227272,88,2,1
Diego Sebastian Schwartzman,30-30,.33766234,77,2,2
Diego Sebastian Schwartzman,30-40,.44680852,47,2,3
Diego Sebastian Schwartzman,40-0,.38461539,52,3,0
Diego Sebastian Schwartzman,40-15,.37662336,77,3,1
Diego Sebastian Schwartzman,40-30,.33750001,80,3,2
Diego Sebastian Schwartzman,40-40,.37864077,103,3,3
Diego Sebastian Schwartzman,40-50,.41025642,39,3,4
Diego Sebastian Schwartzman,50-40,.421875,64,4,3
Dane Propoggia,0-0,.31578946,19,0,0
Dane Propoggia,0-15,.33333334,6,0,1
Dane Propoggia,0-30,.5,2,0,2
Dane Propoggia,0-40,0,1,0,3
Dane Propoggia,101-100,0,1,7,7
Dane Propoggia,102-100,1,1,7,7
Dane Propoggia,102-103,0,1,7,7
Dane Propoggia,103-103,1,1,7,7
Dane Propoggia,103-106,1,1,7,8
Dane Propoggia,15-0,.46153846,13,1,0
Dane Propoggia,15-15,.30000001,10,1,1
Dane Propoggia,15-30,.25,4,1,2
Dane Propoggia,15-40,.5,2,1,3
Dane Propoggia,30-0,.5714286,7,2,0
Dane Propoggia,30-15,.45454547,11,2,1
Dane Propoggia,30-30,.125,8,2,2
Dane Propoggia,30-40,0,2,2,3
Dane Propoggia,40-0,.66666669,3,3,0
Dane Propoggia,40-15,.625,8,3,1
Dane Propoggia,40-30,.25,12,3,2
Dane Propoggia,40-40,.25,8,3,3
Dane Propoggia,40-50,1,2,3,4
Dane Propoggia,50-40,.5,6,4,3
Frank Dancevic,0-0,.36666667,30,0,0
Frank Dancevic,0-15,.18181819,11,0,1
Frank Dancevic,0-30,0,2,0,2
Frank Dancevic,15-0,.47368422,19,1,0
Frank Dancevic,15-15,.16666667,18,1,1
Frank Dancevic,15-30,.2,5,1,2
Frank Dancevic,15-40,0,1,1,3
Frank Dancevic,30-0,.30000001,10,2,0
Frank Dancevic,30-15,.3888889,18,2,1
Frank Dancevic,30-30,.090909094,11,2,2
Frank Dancevic,30-40,0,2,2,3
Frank Dancevic,40-0,.2857143,7,3,0
Frank Dancevic,40-15,.30769232,13,3,1
Frank Dancevic,40-30,.2857143,14,3,2
Frank Dancevic,40-40,.14285715,7,3,3
Frank Dancevic,40-50,1,1,3,4
Frank Dancevic,50-40,.16666667,6,4,3
Facundo Arguello,0-0,.29824561,57,0,0
Facundo Arguello,0-15,.52941179,17,0,1
Facundo Arguello,0-30,.8888889,9,0,2
Facundo Arguello,0-40,.5,8,0,3
Facundo Arguello,15-0,.40000001,40,1,0
Facundo Arguello,15-15,.25,24,1,1
Facundo Arguello,15-30,.2857143,7,1,2
Facundo Arguello,15-40,.5,6,1,3
Facundo Arguello,30-0,.25,24,2,0
Facundo Arguello,30-15,.45833334,24,2,1
Facundo Arguello,30-30,.25,16,2,2
Facundo Arguello,30-40,.2857143,7,2,3
Facundo Arguello,40-0,.3888889,18,3,0
Facundo Arguello,40-15,.34999999,20,3,1
Facundo Arguello,40-30,.2631579,19,3,2
Facundo Arguello,40-40,.1875,16,3,3
Facundo Arguello,40-50,.33333334,3,3,4
Facundo Arguello,50-40,.30769232,13,4,3
Bastian Trinker,0-0,.29032257,31,0,0
Bastian Trinker,0-15,.33333334,9,0,1
Bastian Trinker,0-30,.33333334,3,0,2
Bastian Trinker,0-40,1,1,0,3
Bastian Trinker,101-100,0,1,7,7
Bastian Trinker,102-100,0,1,7,7
Bastian Trinker,105-100,0,1,7,7
Bastian Trinker,106-100,1,1,8,7
Bastian Trinker,106-103,0,1,8,7
Bastian Trinker,15-0,.13636364,22,1,0
Bastian Trinker,15-15,.22222222,9,1,1
Bastian Trinker,15-30,.25,4,1,2
Bastian Trinker,15-40,0,1,1,3
Bastian Trinker,30-0,.31578946,19,2,0
Bastian Trinker,30-15,.30769232,13,2,1
Bastian Trinker,30-30,.5714286,7,2,2
Bastian Trinker,30-40,.80000001,5,2,3
Bastian Trinker,40-0,.23076923,13,3,0
Bastian Trinker,40-15,.41666666,12,3,1
Bastian Trinker,40-30,.25,8,3,2
Bastian Trinker,40-40,.66666669,3,3,3
Bastian Trinker,40-50,1,2,3,4
Bastian Trinker,50-40,0,1,4,3
Guido Pella,0-0,.30555555,72,0,0
Guido Pella,0-15,.45454547,22,0,1
Guido Pella,0-30,.40000001,10,0,2
Guido Pella,0-40,.25,4,0,3
Guido Pella,100-100,1,3,7,7
Guido Pella,100-101,0,1,7,7
Guido Pella,101-100,0,1,7,7
Guido Pella,101-101,0,1,7,7
Guido Pella,101-102,1,1,7,7
Guido Pella,101-103,0,1,7,7
Guido Pella,102-100,0,1,7,7
Guido Pella,102-101,0,2,7,7
Guido Pella,102-105,1,1,7,7
Guido Pella,102-106,0,1,7,8
Guido Pella,103-101,.5,2,7,7
Guido Pella,103-102,.5,2,7,7
Guido Pella,103-103,0,1,7,7
Guido Pella,104-102,1,1,7,7
Guido Pella,104-105,0,1,7,7
Guido Pella,105-102,0,1,7,7
Guido Pella,105-104,0,1,7,7
Guido Pella,105-105,0,1,7,7
Guido Pella,106-101,0,1,8,7
Guido Pella,106-102,1,1,8,7
Guido Pella,106-104,0,1,8,7
Guido Pella,106-107,0,1,8,8
Guido Pella,107-107,1,1,8,8
Guido Pella,15-0,.23999999,50,1,0
Guido Pella,15-15,.29166666,24,1,1
Guido Pella,15-30,.23076923,13,1,2
Guido Pella,15-40,.83333331,6,1,3
Guido Pella,30-0,.2631579,38,2,0
Guido Pella,30-15,.4074074,27,2,1
Guido Pella,30-30,.42857143,21,2,2
Guido Pella,30-40,.30000001,10,2,3
Guido Pella,40-0,.2857143,28,3,0
Guido Pella,40-15,.33333334,24,3,1
Guido Pella,40-30,.15000001,20,3,2
Guido Pella,40-40,.52941179,17,3,3
Guido Pella,40-50,.33333334,9,3,4
Guido Pella,50-40,.125,8,4,3
Yasutaka Uchiyama,0-0,.30000001,20,0,0
Yasutaka Uchiyama,0-15,.33333334,6,0,1
Yasutaka Uchiyama,0-30,.5,2,0,2
Yasutaka Uchiyama,0-40,0,1,0,3
Yasutaka Uchiyama,15-0,.42857143,14,1,0
Yasutaka Uchiyama,15-15,.5,10,1,1
Yasutaka Uchiyama,15-30,.33333334,6,1,2
Yasutaka Uchiyama,15-40,.33333334,3,1,3
Yasutaka Uchiyama,30-0,.375,8,2,0
Yasutaka Uchiyama,30-15,.25,8,2,1
Yasutaka Uchiyama,30-30,.16666667,6,2,2
Yasutaka Uchiyama,30-40,0,3,2,3
Yasutaka Uchiyama,40-0,.60000002,5,3,0
Yasutaka Uchiyama,40-15,.33333334,9,3,1
Yasutaka Uchiyama,40-30,.125,8,3,2
Yasutaka Uchiyama,40-40,.44444445,9,3,3
Yasutaka Uchiyama,40-50,.25,4,3,4
Yasutaka Uchiyama,50-40,.40000001,5,4,3
Marcel Granollers,0-0,.37391305,345,0,0
Marcel Granollers,0-15,.45736435,129,0,1
Marcel Granollers,0-30,.32203391,59,0,2
Marcel Granollers,0-40,.21052632,19,0,3
Marcel Granollers,100-100,.33333334,6,7,7
Marcel Granollers,100-101,.40000001,5,7,7
Marcel Granollers,100-102,1,2,7,7
Marcel Granollers,100-105,1,2,7,7
Marcel Granollers,100-106,.5,2,7,8
Marcel Granollers,101-100,.66666669,3,7,7
Marcel Granollers,101-101,.40000001,5,7,7
Marcel Granollers,101-102,.25,4,7,7
Marcel Granollers,101-103,0,1,7,7
Marcel Granollers,101-104,1,1,7,7
Marcel Granollers,101-105,0,1,7,7
Marcel Granollers,102-100,0,1,7,7
Marcel Granollers,102-101,0,1,7,7
Marcel Granollers,102-102,.33333334,3,7,7
Marcel Granollers,102-103,.5,2,7,7
Marcel Granollers,102-104,0,1,7,7
Marcel Granollers,102-105,0,1,7,7
Marcel Granollers,103-100,1,1,7,7
Marcel Granollers,103-101,.5,2,7,7
Marcel Granollers,103-102,1,1,7,7
Marcel Granollers,103-103,.5,2,7,7
Marcel Granollers,103-104,.33333334,3,7,7
Marcel Granollers,103-105,0,2,7,7
Marcel Granollers,103-106,.5,2,7,8
Marcel Granollers,104-101,0,2,7,7
Marcel Granollers,104-103,.5,2,7,7
Marcel Granollers,104-104,.33333334,3,7,7
Marcel Granollers,104-105,1,2,7,7
Marcel Granollers,104-106,0,3,7,8
Marcel Granollers,105-101,.5,2,7,7
Marcel Granollers,105-103,0,1,7,7
Marcel Granollers,105-106,0,1,7,8
Marcel Granollers,106-103,0,1,8,7
Marcel Granollers,106-105,.33333334,3,8,7
Marcel Granollers,106-106,.5,2,8,8
Marcel Granollers,106-107,.5,2,8,8
Marcel Granollers,107-106,1,1,8,8
Marcel Granollers,107-107,.5,2,8,8
Marcel Granollers,108-107,.5,2,8,8
Marcel Granollers,108-108,1,1,8,8
Marcel Granollers,15-0,.41666666,216,1,0
Marcel Granollers,15-15,.38749999,160,1,1
Marcel Granollers,15-30,.40196079,102,1,2
Marcel Granollers,15-40,.4107143,56,1,3
Marcel Granollers,30-0,.2857143,126,2,0
Marcel Granollers,30-15,.3283582,134,2,1
Marcel Granollers,30-30,.30476192,105,2,2
Marcel Granollers,30-40,.38461539,65,2,3
Marcel Granollers,40-0,.34444445,90,3,0
Marcel Granollers,40-15,.3140496,121,3,1
Marcel Granollers,40-30,.4054054,111,3,2
Marcel Granollers,40-40,.37951806,166,3,3
Marcel Granollers,40-50,.38095239,63,3,4
Marcel Granollers,50-40,.407767,103,4,3
Matteo Trevisan,0-0,.38461539,13,0,0
Matteo Trevisan,0-15,.2,5,0,1
Matteo Trevisan,0-30,1,1,0,2
Matteo Trevisan,0-40,1,1,0,3
Matteo Trevisan,15-0,.75,8,1,0
Matteo Trevisan,15-15,.30000001,10,1,1
Matteo Trevisan,15-30,.66666669,3,1,2
Matteo Trevisan,15-40,1,2,1,3
Matteo Trevisan,30-0,.5,2,2,0
Matteo Trevisan,30-15,.625,8,2,1
Matteo Trevisan,30-30,.66666669,6,2,2
Matteo Trevisan,30-40,.75,4,2,3
Matteo Trevisan,40-0,0,1,3,0
Matteo Trevisan,40-15,.33333334,3,3,1
Matteo Trevisan,40-30,.33333334,3,3,2
Matteo Trevisan,40-40,.5,2,3,3
Matteo Trevisan,40-50,1,1,3,4
Matteo Trevisan,50-40,0,1,4,3
Benjamin Balleret,0-0,.33333334,9,0,0
Benjamin Balleret,0-15,.66666669,3,0,1
Benjamin Balleret,0-30,0,2,0,2
Benjamin Balleret,15-0,.33333334,6,1,0
Benjamin Balleret,15-15,0,3,1,1
Benjamin Balleret,15-30,0,2,1,2
Benjamin Balleret,30-0,.5,4,2,0
Benjamin Balleret,30-15,.2,5,2,1
Benjamin Balleret,30-30,.33333334,3,2,2
Benjamin Balleret,30-40,1,1,2,3
Benjamin Balleret,40-0,.5,2,3,0
Benjamin Balleret,40-15,.40000001,5,3,1
Benjamin Balleret,40-30,.25,4,3,2
Benjamin Balleret,40-40,.5,2,3,3
Benjamin Balleret,40-50,0,1,3,4
Benjamin Balleret,50-40,0,1,4,3
Konstantin Kravchuk,0-0,.5,14,0,0
Konstantin Kravchuk,0-15,.42857143,7,0,1
Konstantin Kravchuk,0-30,.66666669,3,0,2
Konstantin Kravchuk,0-40,.5,2,0,3
Konstantin Kravchuk,100-101,0,1,7,7
Konstantin Kravchuk,101-101,0,1,7,7
Konstantin Kravchuk,102-103,0,1,7,7
Konstantin Kravchuk,103-103,0,1,7,7
Konstantin Kravchuk,104-105,1,1,7,7
Konstantin Kravchuk,104-106,0,1,7,8
Konstantin Kravchuk,107-106,0,1,8,8
Konstantin Kravchuk,15-0,.14285715,7,1,0
Konstantin Kravchuk,15-15,.40000001,5,1,1
Konstantin Kravchuk,15-30,.33333334,3,1,2
Konstantin Kravchuk,15-40,.5,2,1,3
Konstantin Kravchuk,30-0,.5,6,2,0
Konstantin Kravchuk,30-15,.5,6,2,1
Konstantin Kravchuk,30-30,.40000001,5,2,2
Konstantin Kravchuk,30-40,.33333334,3,2,3
Konstantin Kravchuk,40-0,.66666669,3,3,0
Konstantin Kravchuk,40-15,.40000001,5,3,1
Konstantin Kravchuk,40-30,.60000002,5,3,2
Konstantin Kravchuk,40-40,.41666666,12,3,3
Konstantin Kravchuk,40-50,.60000002,5,3,4
Konstantin Kravchuk,50-40,.71428573,7,4,3
John Isner,0-0,.29142857,875,0,0
John Isner,0-15,.30588236,255,0,1
John Isner,0-30,.26923078,78,0,2
John Isner,0-40,.33333334,21,0,3
John Isner,100-100,.125,16,7,7
John Isner,100-101,.25,32,7,7
John Isner,100-102,.25,8,7,7
John Isner,100-103,0,2,7,7
John Isner,100-105,0,1,7,7
John Isner,101-100,.26666668,15,7,7
John Isner,101-101,.25,28,7,7
John Isner,101-102,.14285715,7,7,7
John Isner,101-103,.33333334,3,7,7
John Isner,101-104,.125,8,7,7
John Isner,101-105,0,2,7,7
John Isner,101-106,1,1,7,8
John Isner,102-100,.45454547,11,7,7
John Isner,102-101,.33333334,6,7,7
John Isner,102-102,.375,8,7,7
John Isner,102-103,.18181819,22,7,7
John Isner,102-104,.27272728,11,7,7
John Isner,102-105,.2,5,7,7
John Isner,102-106,0,1,7,8
John Isner,103-100,0,1,7,7
John Isner,103-101,.5,4,7,7
John Isner,103-102,.35714287,14,7,7
John Isner,103-103,.2173913,23,7,7
John Isner,103-104,.2,5,7,7
John Isner,103-105,.2,5,7,7
John Isner,103-106,.30000001,10,7,8
John Isner,104-100,0,1,7,7
John Isner,104-101,0,1,7,7
John Isner,104-102,.44444445,9,7,7
John Isner,104-103,0,2,7,7
John Isner,104-104,.25,4,7,7
John Isner,104-105,.25,20,7,7
John Isner,104-106,.16666667,12,7,8
John Isner,105-100,1,1,7,7
John Isner,105-101,0,2,7,7
John Isner,105-102,1,2,7,7
John Isner,105-103,.25,4,7,7
John Isner,105-104,.11111111,9,7,7
John Isner,105-105,.125,16,7,7
John Isner,105-106,0,4,7,8
John Isner,106-103,0,3,8,7
John Isner,106-104,.625,8,8,7
John Isner,106-105,.33333334,3,8,7
John Isner,106-106,.40000001,5,8,8
John Isner,106-107,.27272728,11,8,8
John Isner,107-106,.2,5,8,8
John Isner,107-107,.33333334,9,8,8
John Isner,107-108,0,1,8,8
John Isner,108-107,0,1,8,8
John Isner,108-108,1,1,8,8
John Isner,108-109,0,5,8,8
John Isner,109-108,.5,2,8,8
John Isner,109-109,.83333331,6,8,8
John Isner,110-111,0,3,8,8
John Isner,111-111,.66666669,3,8,8
John Isner,112-113,0,1,8,8
John Isner,113-113,1,1,8,8
John Isner,15-0,.29354838,620,1,0
John Isner,15-15,.29526463,359,1,1
John Isner,15-30,.36196318,163,1,2
John Isner,15-40,.31506848,73,1,3
John Isner,30-0,.2739726,438,2,0
John Isner,30-15,.30026808,373,2,1
John Isner,30-30,.30555555,216,2,2
John Isner,30-40,.26724139,116,2,3
John Isner,40-0,.2389937,318,3,0
John Isner,40-15,.27596438,337,3,1
John Isner,40-30,.24691358,243,3,2
John Isner,40-40,.24901186,253,3,3
John Isner,40-50,.30158731,63,3,4
John Isner,50-40,.33684212,190,4,3
Jose Hernandez-Fernandez,0-0,.30000001,10,0,0
Jose Hernandez-Fernandez,0-15,.33333334,3,0,1
Jose Hernandez-Fernandez,0-30,0,1,0,2
Jose Hernandez-Fernandez,15-0,.5714286,7,1,0
Jose Hernandez-Fernandez,15-15,.16666667,6,1,1
Jose Hernandez-Fernandez,15-30,0,2,1,2
Jose Hernandez-Fernandez,30-0,0,3,2,0
Jose Hernandez-Fernandez,30-15,.40000001,5,2,1
Jose Hernandez-Fernandez,30-30,.5,4,2,2
Jose Hernandez-Fernandez,30-40,.5,2,2,3
Jose Hernandez-Fernandez,40-0,.33333334,3,3,0
Jose Hernandez-Fernandez,40-15,.25,4,3,1
Jose Hernandez-Fernandez,40-30,0,3,3,2
Jose Hernandez-Fernandez,40-40,1,1,3,3
Jose Hernandez-Fernandez,40-50,1,1,3,4
Daniel Brands,0-0,.33333334,33,0,0
Daniel Brands,0-15,.45454547,11,0,1
Daniel Brands,0-30,.80000001,5,0,2
Daniel Brands,0-40,.25,4,0,3
Daniel Brands,100-100,1,1,7,7
Daniel Brands,101-102,0,1,7,7
Daniel Brands,102-102,1,1,7,7
Daniel Brands,102-105,1,1,7,7
Daniel Brands,102-106,0,1,7,8
Daniel Brands,15-0,.40909091,22,1,0
Daniel Brands,15-15,.40000001,15,1,1
Daniel Brands,15-30,.42857143,7,1,2
Daniel Brands,15-40,.33333334,6,1,3
Daniel Brands,30-0,.23076923,13,2,0
Daniel Brands,30-15,.5,12,2,1
Daniel Brands,30-30,.1,10,2,2
Daniel Brands,30-40,.40000001,5,2,3
Daniel Brands,40-0,.5,10,3,0
Daniel Brands,40-15,.18181819,11,3,1
Daniel Brands,40-30,.81818181,11,3,2
Daniel Brands,40-40,.29166666,24,3,3
Daniel Brands,40-50,.42857143,7,3,4
Daniel Brands,50-40,.47058824,17,4,3
Federico Gaio,0-0,.40000001,10,0,0
Federico Gaio,0-15,1,4,0,1
Federico Gaio,0-30,.5,4,0,2
Federico Gaio,0-40,.5,2,0,3
Federico Gaio,15-0,0,6,1,0
Federico Gaio,15-30,0,2,1,2
Federico Gaio,15-40,1,1,1,3
Federico Gaio,30-0,.5,6,2,0
Federico Gaio,30-15,0,3,2,1
Federico Gaio,30-30,.5,2,2,2
Federico Gaio,30-40,0,1,2,3
Federico Gaio,40-0,.66666669,3,3,0
Federico Gaio,40-15,0,5,3,1
Federico Gaio,40-30,0,1,3,2
Federico Gaio,40-40,0,1,3,3
Federico Gaio,50-40,0,1,4,3
Roger Federer,0-0,.38345864,798,0,0
Roger Federer,0-15,.39542484,306,0,1
Roger Federer,0-30,.40495867,121,0,2
Roger Federer,0-40,.44897959,49,0,3
Roger Federer,100-100,.33333334,9,7,7
Roger Federer,100-101,.36363637,11,7,7
Roger Federer,100-102,.75,4,7,7
Roger Federer,100-103,1,1,7,7
Roger Federer,100-104,0,1,7,7
Roger Federer,100-105,.5,2,7,7
Roger Federer,100-106,1,1,7,8
Roger Federer,101-100,.66666669,6,7,7
Roger Federer,101-101,.36363637,11,7,7
Roger Federer,101-102,.66666669,6,7,7
Roger Federer,101-103,.5,4,7,7
Roger Federer,101-104,.33333334,3,7,7
Roger Federer,101-105,.5,2,7,7
Roger Federer,101-106,1,3,7,8
Roger Federer,102-100,.5,2,7,7
Roger Federer,102-101,0,2,7,7
Roger Federer,102-102,0,2,7,7
Roger Federer,102-103,.33333334,6,7,7
Roger Federer,102-104,0,4,7,7
Roger Federer,103-101,0,2,7,7
Roger Federer,103-102,.60000002,5,7,7
Roger Federer,103-103,.42857143,7,7,7
Roger Federer,103-104,.5,2,7,7
Roger Federer,103-105,0,1,7,7
Roger Federer,103-106,.5,4,7,8
Roger Federer,104-101,0,1,7,7
Roger Federer,104-102,.5,2,7,7
Roger Federer,104-103,0,2,7,7
Roger Federer,104-104,0,1,7,7
Roger Federer,104-105,0,5,7,7
Roger Federer,104-106,0,2,7,8
Roger Federer,105-101,0,1,7,7
Roger Federer,105-102,0,2,7,7
Roger Federer,105-103,0,2,7,7
Roger Federer,105-104,.40000001,5,7,7
Roger Federer,105-105,.2857143,7,7,7
Roger Federer,105-106,0,1,7,8
Roger Federer,106-102,.5,2,8,7
Roger Federer,106-104,.33333334,3,8,7
Roger Federer,106-105,0,3,8,7
Roger Federer,106-106,1,1,8,8
Roger Federer,106-107,0,3,8,8
Roger Federer,107-106,.5,2,8,8
Roger Federer,107-107,.25,4,8,8
Roger Federer,108-109,.5,2,8,8
Roger Federer,109-108,1,2,8,8
Roger Federer,109-109,.66666669,3,8,8
Roger Federer,110-111,0,2,8,8
Roger Federer,111-110,0,1,8,8
Roger Federer,111-111,0,2,8,8
Roger Federer,113-112,0,1,8,8
Roger Federer,15-0,.32926831,492,1,0
Roger Federer,15-15,.37463978,347,1,1
Roger Federer,15-30,.37623763,202,1,2
Roger Federer,15-40,.42718446,103,1,3
Roger Federer,30-0,.36969697,330,2,0
Roger Federer,30-15,.36873156,339,2,1
Roger Federer,30-30,.31075698,251,2,2
Roger Federer,30-40,.37956205,137,2,3
Roger Federer,40-0,.27403846,208,3,0
Roger Federer,40-15,.32103321,271,3,1
Roger Federer,40-30,.34230769,260,3,2
Roger Federer,40-40,.41874999,320,3,3
Roger Federer,40-50,.38059703,134,3,4
Roger Federer,50-40,.33870968,186,4,3
Daniel Munoz-De La Nava,0-0,.125,16,0,0
Daniel Munoz-De La Nava,0-15,.5,2,0,1
Daniel Munoz-De La Nava,0-30,0,1,0,2
Daniel Munoz-De La Nava,100-100,0,1,7,7
Daniel Munoz-De La Nava,102-101,1,1,7,7
Daniel Munoz-De La Nava,102-102,0,1,7,7
Daniel Munoz-De La Nava,104-103,1,1,7,7
Daniel Munoz-De La Nava,104-104,1,1,7,7
Daniel Munoz-De La Nava,105-106,0,1,7,8
Daniel Munoz-De La Nava,106-106,0,1,8,8
Daniel Munoz-De La Nava,15-0,.35714287,14,1,0
Daniel Munoz-De La Nava,15-15,.16666667,6,1,1
Daniel Munoz-De La Nava,15-30,0,2,1,2
Daniel Munoz-De La Nava,30-0,.55555558,9,2,0
Daniel Munoz-De La Nava,30-15,.30000001,10,2,1
Daniel Munoz-De La Nava,30-30,.2,5,2,2
Daniel Munoz-De La Nava,30-40,0,1,2,3
Daniel Munoz-De La Nava,40-0,.5,4,3,0
Daniel Munoz-De La Nava,40-15,.11111111,9,3,1
Daniel Munoz-De La Nava,40-30,.60000002,5,3,2
Daniel Munoz-De La Nava,40-40,.375,8,3,3
Daniel Munoz-De La Nava,40-50,.33333334,3,3,4
Daniel Munoz-De La Nava,50-40,.40000001,5,4,3
Toni Androic,0-0,.33333334,21,0,0
Toni Androic,0-15,.2857143,7,0,1
Toni Androic,0-30,.5,2,0,2
Toni Androic,0-40,0,1,0,3
Toni Androic,101-100,1,1,7,7
Toni Androic,101-101,0,1,7,7
Toni Androic,103-102,1,1,7,7
Toni Androic,103-103,1,1,7,7
Toni Androic,103-106,1,1,7,8
Toni Androic,15-0,.2857143,14,1,0
Toni Androic,15-15,.66666669,9,1,1
Toni Androic,15-30,.5714286,7,1,2
Toni Androic,15-40,.40000001,5,1,3
Toni Androic,30-0,.30000001,10,2,0
Toni Androic,30-15,.33333334,6,2,1
Toni Androic,30-30,.40000001,5,2,2
Toni Androic,30-40,.2,5,2,3
Toni Androic,40-0,.42857143,7,3,0
Toni Androic,40-15,.42857143,7,3,1
Toni Androic,40-30,.16666667,6,3,2
Toni Androic,40-40,.46666667,15,3,3
Toni Androic,40-50,.14285715,7,3,4
Toni Androic,50-40,.5,8,4,3
Giovanni Lapentti,0-0,.26666668,15,0,0
Giovanni Lapentti,0-15,.25,4,0,1
Giovanni Lapentti,0-30,0,1,0,2
Giovanni Lapentti,100-100,0,1,7,7
Giovanni Lapentti,102-101,0,1,7,7
Giovanni Lapentti,103-101,0,1,7,7
Giovanni Lapentti,105-102,1,1,7,7
Giovanni Lapentti,105-103,1,1,7,7
Giovanni Lapentti,15-0,.27272728,11,1,0
Giovanni Lapentti,15-15,.5,6,1,1
Giovanni Lapentti,15-30,.25,4,1,2
Giovanni Lapentti,15-40,0,1,1,3
Giovanni Lapentti,30-0,.375,8,2,0
Giovanni Lapentti,30-15,.66666669,6,2,1
Giovanni Lapentti,30-30,.2857143,7,2,2
Giovanni Lapentti,30-40,0,3,2,3
Giovanni Lapentti,40-0,.40000001,5,3,0
Giovanni Lapentti,40-15,0,4,3,1
Giovanni Lapentti,40-30,.40000001,5,3,2
Giovanni Lapentti,40-40,.25,8,3,3
Giovanni Lapentti,40-50,.5,2,3,4
Giovanni Lapentti,50-40,.33333334,6,4,3
Rhyne Williams,0-0,.77777779,9,0,0
Rhyne Williams,0-15,0,7,0,1
Rhyne Williams,15-0,.5,2,1,0
Rhyne Williams,15-15,.375,8,1,1
Rhyne Williams,15-30,0,3,1,2
Rhyne Williams,30-0,1,1,2,0
Rhyne Williams,30-15,.16666667,6,2,1
Rhyne Williams,30-30,.75,4,2,2
Rhyne Williams,30-40,.66666669,3,2,3
Rhyne Williams,40-15,.2,5,3,1
Rhyne Williams,40-30,.5,2,3,2
Rhyne Williams,40-40,.5,2,3,3
Rhyne Williams,40-50,1,1,3,4
Rhyne Williams,50-40,0,1,4,3
Yuichi Sugita,0-0,.43925235,107,0,0
Yuichi Sugita,0-15,.5106383,47,0,1
Yuichi Sugita,0-30,.5,24,0,2
Yuichi Sugita,0-40,.41666666,12,0,3
Yuichi Sugita,100-100,.40000001,5,7,7
Yuichi Sugita,100-103,0,1,7,7
Yuichi Sugita,101-102,0,2,7,7
Yuichi Sugita,101-103,0,1,7,7
Yuichi Sugita,102-101,1,2,7,7
Yuichi Sugita,102-102,0,4,7,7
Yuichi Sugita,103-104,.33333334,3,7,7
Yuichi Sugita,103-105,1,1,7,7
Yuichi Sugita,104-103,0,1,7,7
Yuichi Sugita,104-104,.5,2,7,7
Yuichi Sugita,105-102,0,1,7,7
Yuichi Sugita,105-103,0,1,7,7
Yuichi Sugita,105-106,0,1,7,8
Yuichi Sugita,106-102,0,1,8,7
Yuichi Sugita,106-105,0,1,8,7
Yuichi Sugita,106-106,0,1,8,8
Yuichi Sugita,15-0,.38333333,60,1,0
Yuichi Sugita,15-15,.23913044,46,1,1
Yuichi Sugita,15-30,.39130434,23,1,2
Yuichi Sugita,15-40,.5,16,1,3
Yuichi Sugita,30-0,.16216215,37,2,0
Yuichi Sugita,30-15,.19512194,41,2,1
Yuichi Sugita,30-30,.36363637,22,2,2
Yuichi Sugita,30-40,.375,16,2,3
Yuichi Sugita,40-0,.29032257,31,3,0
Yuichi Sugita,40-15,.26190478,42,3,1
Yuichi Sugita,40-30,.36000001,25,3,2
Yuichi Sugita,40-40,.36170211,47,3,3
Yuichi Sugita,40-50,.41176471,17,3,4
Yuichi Sugita,50-40,.60000002,30,4,3
