returnerid,returnername,gamescore,topn,ones,returnerProbability,returnerFrequency
206,Guillaume Rufin,0-15,10,1,.41176471,17
206,Guillaume Rufin,0-30,10,1,.89999998,10
206,Guillaume Rufin,0-40,10,1,1,1
206,Guillaume Rufin,15-0,10,1,.64705884,17
206,Guillaume Rufin,15-15,10,1,.92307693,13
206,Guillaume Rufin,15-30,10,1,.5,10
206,Guillaume Rufin,15-40,10,1,.66666669,6
206,Guillaume Rufin,30-0,10,1,.72727275,11
206,Guillaume Rufin,30-15,10,1,.60000002,15
206,Guillaume Rufin,30-30,10,1,.45454547,11
206,Guillaume Rufin,30-40,10,1,.5,10
206,Guillaume Rufin,40-0,10,1,1,8
206,Guillaume Rufin,40-15,10,1,.8888889,9
206,Guillaume Rufin,40-30,10,1,.66666669,6
206,Guillaume Rufin,40-40,10,1,.42857143,7
206,Guillaume Rufin,40-50,10,1,.75,4
206,Guillaume Rufin,50-40,10,1,.66666669,6
208,Victor Hanescu,0-0,10,1,.61538464,78
208,Victor Hanescu,0-15,10,1,.80000001,30
208,Victor Hanescu,0-30,10,1,.66666669,6
208,Victor Hanescu,0-40,10,1,.5,2
208,Victor Hanescu,15-0,10,1,.66666669,48
208,Victor Hanescu,15-15,10,1,.55000001,40
208,Victor Hanescu,15-30,10,1,.54545456,22
208,Victor Hanescu,15-40,10,1,.81818181,11
208,Victor Hanescu,30-0,10,1,.8125,32
208,Victor Hanescu,30-15,10,1,.75,28
208,Victor Hanescu,30-30,10,1,.57894737,19
208,Victor Hanescu,30-40,10,1,.58823532,17
208,Victor Hanescu,40-0,10,1,.65384614,26
208,Victor Hanescu,40-15,10,1,.69999999,30
208,Victor Hanescu,40-30,10,1,.80000001,20
208,Victor Hanescu,40-40,10,1,.64285713,14
208,Victor Hanescu,40-50,10,1,.83333331,6
208,Victor Hanescu,50-40,10,1,.81818181,11
211,Grigor Dimitrov,0-0,10,1,.67142856,490
211,Grigor Dimitrov,0-15,10,1,.55279505,161
211,Grigor Dimitrov,0-30,10,1,.75,72
211,Grigor Dimitrov,0-40,10,1,.72222221,18
211,Grigor Dimitrov,15-0,10,1,.68389058,329
211,Grigor Dimitrov,15-15,10,1,.60621762,193
211,Grigor Dimitrov,15-30,10,1,.57692307,130
211,Grigor Dimitrov,15-40,10,1,.63235295,68
211,Grigor Dimitrov,30-0,10,1,.66222221,225
211,Grigor Dimitrov,30-15,10,1,.61139894,193
211,Grigor Dimitrov,30-30,10,1,.55333334,150
211,Grigor Dimitrov,30-40,10,1,.65454543,110
211,Grigor Dimitrov,40-0,10,1,.61744964,149
211,Grigor Dimitrov,40-15,10,1,.63428569,175
211,Grigor Dimitrov,40-30,10,1,.6122449,147
211,Grigor Dimitrov,40-40,10,1,.6511628,129
211,Grigor Dimitrov,40-50,10,1,.62903225,62
211,Grigor Dimitrov,50-40,10,1,.6857143,105
215,Flavio Cipolla,0-0,10,1,.61904764,21
215,Flavio Cipolla,0-15,10,1,.625,8
215,Flavio Cipolla,0-30,10,1,.33333334,3
215,Flavio Cipolla,0-40,10,1,1,2
215,Flavio Cipolla,15-0,10,1,.30769232,13
215,Flavio Cipolla,15-15,10,1,.78571427,14
215,Flavio Cipolla,15-30,10,1,.25,4
215,Flavio Cipolla,15-40,10,1,.60000002,5
215,Flavio Cipolla,30-0,10,1,.75,4
215,Flavio Cipolla,30-15,10,1,.5,12
215,Flavio Cipolla,30-30,10,1,.14285715,7
215,Flavio Cipolla,30-40,10,1,.77777779,9
215,Flavio Cipolla,40-0,10,1,.66666669,3
215,Flavio Cipolla,40-15,10,1,.85714287,7
215,Flavio Cipolla,40-30,10,1,1,2
215,Flavio Cipolla,40-40,10,1,.42857143,7
215,Flavio Cipolla,40-50,10,1,.75,4
215,Flavio Cipolla,50-40,10,1,.66666669,6
218,Marius Copil,0-0,10,1,.78571427,28
218,Marius Copil,0-15,10,1,.33333334,6
218,Marius Copil,0-30,10,1,.75,4
218,Marius Copil,0-40,10,1,1,1
218,Marius Copil,15-0,10,1,.81818181,22
218,Marius Copil,15-15,10,1,.5,6
218,Marius Copil,15-30,10,1,1,6
218,Marius Copil,15-40,10,1,1,1
218,Marius Copil,30-0,10,1,.66666669,18
218,Marius Copil,30-15,10,1,.66666669,9
218,Marius Copil,30-30,10,1,.77777779,9
218,Marius Copil,30-40,10,1,.66666669,3
218,Marius Copil,40-0,10,1,.91666669,12
218,Marius Copil,40-15,10,1,.71428573,7
218,Marius Copil,40-30,10,1,.66666669,9
218,Marius Copil,40-40,10,1,.60000002,5
218,Marius Copil,40-50,10,1,1,2
218,Marius Copil,50-40,10,1,1,5
223,Ricardas Berankis,0-0,10,1,.54285717,70
223,Ricardas Berankis,0-15,10,1,.59375,32
223,Ricardas Berankis,0-30,10,1,.46153846,13
223,Ricardas Berankis,0-40,10,1,.5714286,7
223,Ricardas Berankis,15-0,10,1,.60526317,38
223,Ricardas Berankis,15-15,10,1,.61764705,34
223,Ricardas Berankis,15-30,10,1,.52631581,19
223,Ricardas Berankis,15-40,10,1,.61538464,13
223,Ricardas Berankis,30-0,10,1,.65217394,23
223,Ricardas Berankis,30-15,10,1,.68965518,29
223,Ricardas Berankis,30-30,10,1,.7368421,19
223,Ricardas Berankis,30-40,10,1,.69230771,13
223,Ricardas Berankis,40-0,10,1,.53333336,15
223,Ricardas Berankis,40-15,10,1,.7037037,27
223,Ricardas Berankis,40-30,10,1,.59090906,22
223,Ricardas Berankis,40-40,10,1,.5,18
223,Ricardas Berankis,40-50,10,1,.77777779,9
223,Ricardas Berankis,50-40,10,1,.78571427,14
224,Somdev Devvarman,0-0,10,1,.55769229,52
224,Somdev Devvarman,0-15,10,1,.52173913,23
224,Somdev Devvarman,0-30,10,1,.63636363,11
224,Somdev Devvarman,0-40,10,1,.5,4
224,Somdev Devvarman,15-0,10,1,.51724136,29
224,Somdev Devvarman,15-15,10,1,.65384614,26
224,Somdev Devvarman,15-30,10,1,.5625,16
224,Somdev Devvarman,15-40,10,1,.44444445,9
224,Somdev Devvarman,30-0,10,1,.73333335,15
224,Somdev Devvarman,30-15,10,1,.71428573,21
224,Somdev Devvarman,30-30,10,1,.53333336,15
224,Somdev Devvarman,30-40,10,1,.90909094,11
224,Somdev Devvarman,40-0,10,1,.81818181,11
224,Somdev Devvarman,40-15,10,1,.58823532,17
224,Somdev Devvarman,40-30,10,1,.60000002,15
224,Somdev Devvarman,40-40,10,1,.625,16
224,Somdev Devvarman,40-50,10,1,.2857143,7
224,Somdev Devvarman,50-40,10,1,.83333331,12
233,Marcos Baghdatis,0-0,10,1,.67647058,170
233,Marcos Baghdatis,0-15,10,1,.65454543,55
233,Marcos Baghdatis,0-30,10,1,.68421054,19
233,Marcos Baghdatis,0-40,10,1,.83333331,6
233,Marcos Baghdatis,15-0,10,1,.6695652,115
233,Marcos Baghdatis,15-15,10,1,.7027027,74
233,Marcos Baghdatis,15-30,10,1,.71428573,35
233,Marcos Baghdatis,15-40,10,1,.73333335,15
233,Marcos Baghdatis,30-0,10,1,.63636363,77
233,Marcos Baghdatis,30-15,10,1,.61250001,80
233,Marcos Baghdatis,30-30,10,1,.60714287,56
233,Marcos Baghdatis,30-40,10,1,.60606062,33
233,Marcos Baghdatis,40-0,10,1,.69387758,49
233,Marcos Baghdatis,40-15,10,1,.671875,64
233,Marcos Baghdatis,40-30,10,1,.69090909,55
233,Marcos Baghdatis,40-40,10,1,.64864862,37
233,Marcos Baghdatis,40-50,10,1,.7647059,17
233,Marcos Baghdatis,50-40,10,1,.51612902,31
234,Grega Zemlja,0-0,10,1,.60204083,98
234,Grega Zemlja,0-15,10,1,.61538464,39
234,Grega Zemlja,0-30,10,1,.60000002,15
234,Grega Zemlja,0-40,10,1,.33333334,6
234,Grega Zemlja,15-0,10,1,.62711865,59
234,Grega Zemlja,15-15,10,1,.76086956,46
234,Grega Zemlja,15-30,10,1,.55000001,20
234,Grega Zemlja,15-40,10,1,.81818181,11
234,Grega Zemlja,30-0,10,1,.8108108,37
234,Grega Zemlja,30-15,10,1,.61904764,42
234,Grega Zemlja,30-30,10,1,.5925926,27
234,Grega Zemlja,30-40,10,1,.75,20
234,Grega Zemlja,40-0,10,1,.60000002,30
234,Grega Zemlja,40-15,10,1,.63157892,38
234,Grega Zemlja,40-30,10,1,.69999999,30
234,Grega Zemlja,40-40,10,1,.66666669,24
234,Grega Zemlja,40-50,10,1,.66666669,9
234,Grega Zemlja,50-40,10,1,.68421054,19
245,Austin Krajicek,0-0,10,1,.76923078,26
245,Austin Krajicek,0-15,10,1,.5,6
245,Austin Krajicek,0-30,10,1,.66666669,3
245,Austin Krajicek,0-40,10,1,0,1
245,Austin Krajicek,15-0,10,1,.60000002,20
245,Austin Krajicek,15-15,10,1,.72727275,11
245,Austin Krajicek,15-30,10,1,.80000001,5
245,Austin Krajicek,15-40,10,1,1,1
245,Austin Krajicek,30-0,10,1,.75,12
245,Austin Krajicek,30-15,10,1,.72727275,11
245,Austin Krajicek,30-30,10,1,.42857143,7
245,Austin Krajicek,30-40,10,1,.80000001,5
245,Austin Krajicek,40-0,10,1,.77777779,9
245,Austin Krajicek,40-15,10,1,.69999999,10
245,Austin Krajicek,40-30,10,1,.83333331,6
245,Austin Krajicek,40-40,10,1,.40000001,5
245,Austin Krajicek,40-50,10,1,.75,4
245,Austin Krajicek,50-40,10,1,.25,4
246,Nicolas Almagro,0-0,10,1,.64080459,348
246,Nicolas Almagro,0-15,10,1,.66399997,125
246,Nicolas Almagro,0-30,10,1,.5714286,42
246,Nicolas Almagro,0-40,10,1,.6111111,18
246,Nicolas Almagro,15-0,10,1,.68161434,223
246,Nicolas Almagro,15-15,10,1,.63636363,154
246,Nicolas Almagro,15-30,10,1,.5625,80
246,Nicolas Almagro,15-40,10,1,.69565219,46
246,Nicolas Almagro,30-0,10,1,.66447371,152
246,Nicolas Almagro,30-15,10,1,.60402685,149
246,Nicolas Almagro,30-30,10,1,.70192307,104
246,Nicolas Almagro,30-40,10,1,.66666669,63
246,Nicolas Almagro,40-0,10,1,.60396039,101
246,Nicolas Almagro,40-15,10,1,.69999999,130
246,Nicolas Almagro,40-30,10,1,.58035713,112
246,Nicolas Almagro,40-40,10,1,.68539327,89
246,Nicolas Almagro,40-50,10,1,.68292683,41
246,Nicolas Almagro,50-40,10,1,.57333332,75
257,Bobby Reynolds,0-0,10,1,.80000001,15
257,Bobby Reynolds,0-15,10,1,.33333334,3
257,Bobby Reynolds,0-30,10,1,.5,2
257,Bobby Reynolds,0-40,10,1,1,1
257,Bobby Reynolds,15-0,10,1,.66666669,12
257,Bobby Reynolds,15-15,10,1,.80000001,5
257,Bobby Reynolds,15-30,10,1,.5,2
257,Bobby Reynolds,15-40,10,1,.5,2
257,Bobby Reynolds,30-0,10,1,.875,8
257,Bobby Reynolds,30-15,10,1,.60000002,5
257,Bobby Reynolds,30-30,10,1,.33333334,3
257,Bobby Reynolds,30-40,10,1,1,3
257,Bobby Reynolds,40-0,10,1,.5714286,7
257,Bobby Reynolds,40-15,10,1,1,6
257,Bobby Reynolds,40-30,10,1,1,1
257,Bobby Reynolds,40-40,10,1,.33333334,3
257,Bobby Reynolds,40-50,10,1,.5,2
257,Bobby Reynolds,50-40,10,1,.5,2
262,Tomas Berdych,0-0,10,1,.66618288,689
262,Tomas Berdych,0-15,10,1,.56521738,230
262,Tomas Berdych,0-30,10,1,.68000001,100
262,Tomas Berdych,0-40,10,1,.71875,32
262,Tomas Berdych,15-0,10,1,.64410478,458
262,Tomas Berdych,15-15,10,1,.64505118,293
262,Tomas Berdych,15-30,10,1,.58720928,172
262,Tomas Berdych,15-40,10,1,.65957445,94
262,Tomas Berdych,30-0,10,1,.67905408,296
262,Tomas Berdych,30-15,10,1,.66549295,284
262,Tomas Berdych,30-30,10,1,.6785714,196
262,Tomas Berdych,30-40,10,1,.67199999,125
262,Tomas Berdych,40-0,10,1,.73134327,201
262,Tomas Berdych,40-15,10,1,.65843624,243
262,Tomas Berdych,40-30,10,1,.7175926,216
262,Tomas Berdych,40-40,10,1,.62758619,145
262,Tomas Berdych,40-50,10,1,.66666669,69
262,Tomas Berdych,50-40,10,1,.63636363,121
268,Hyeon Chung,0-0,10,1,.66666669,21
268,Hyeon Chung,0-15,10,1,.5714286,7
268,Hyeon Chung,0-30,10,1,0,3
268,Hyeon Chung,0-40,10,1,.66666669,3
268,Hyeon Chung,15-0,10,1,.64285713,14
268,Hyeon Chung,15-15,10,1,.66666669,9
268,Hyeon Chung,15-30,10,1,.33333334,3
268,Hyeon Chung,15-40,10,1,.5,4
268,Hyeon Chung,30-0,10,1,.8888889,9
268,Hyeon Chung,30-15,10,1,.5714286,7
268,Hyeon Chung,30-30,10,1,.75,4
268,Hyeon Chung,30-40,10,1,.33333334,3
268,Hyeon Chung,40-0,10,1,.625,8
268,Hyeon Chung,40-15,10,1,.5714286,7
268,Hyeon Chung,40-30,10,1,.83333331,6
268,Hyeon Chung,40-40,10,1,0,2
268,Hyeon Chung,40-50,10,1,.5,2
268,Hyeon Chung,50-40,10,1,0,1
269,Philipp Kohlschreiber,0-0,10,1,.6509434,424
269,Philipp Kohlschreiber,0-15,10,1,.67567569,148
269,Philipp Kohlschreiber,0-30,10,1,.60416669,48
269,Philipp Kohlschreiber,0-40,10,1,.63157892,19
269,Philipp Kohlschreiber,15-0,10,1,.65217394,276
269,Philipp Kohlschreiber,15-15,10,1,.68367344,196
269,Philipp Kohlschreiber,15-30,10,1,.64835167,91
269,Philipp Kohlschreiber,15-40,10,1,.70454544,44
269,Philipp Kohlschreiber,30-0,10,1,.65555555,180
269,Philipp Kohlschreiber,30-15,10,1,.62755102,196
269,Philipp Kohlschreiber,30-30,10,1,.64393938,132
269,Philipp Kohlschreiber,30-40,10,1,.62820512,78
269,Philipp Kohlschreiber,40-0,10,1,.68644071,118
269,Philipp Kohlschreiber,40-15,10,1,.71249998,160
269,Philipp Kohlschreiber,40-30,10,1,.73846155,130
269,Philipp Kohlschreiber,40-40,10,1,.67469877,83
269,Philipp Kohlschreiber,40-50,10,1,.56410259,39
269,Philipp Kohlschreiber,50-40,10,1,.55223882,67
273,Ivan Ljubicic,0-0,10,1,.5,10
273,Ivan Ljubicic,0-15,10,1,.80000001,5
273,Ivan Ljubicic,0-30,10,1,1,1
273,Ivan Ljubicic,15-0,10,1,.60000002,5
273,Ivan Ljubicic,15-15,10,1,.83333331,6
273,Ivan Ljubicic,15-30,10,1,1,2
273,Ivan Ljubicic,30-0,10,1,.33333334,3
273,Ivan Ljubicic,30-15,10,1,.42857143,7
273,Ivan Ljubicic,30-30,10,1,1,6
273,Ivan Ljubicic,40-0,10,1,0,1
273,Ivan Ljubicic,40-15,10,1,1,4
273,Ivan Ljubicic,40-30,10,1,.83333331,6
273,Ivan Ljubicic,40-40,10,1,1,1
273,Ivan Ljubicic,50-40,10,1,1,1
275,Stanislas Wawrinka,0-0,10,1,.62028986,345
275,Stanislas Wawrinka,0-15,10,1,.64122134,131
275,Stanislas Wawrinka,0-30,10,1,.57446808,47
275,Stanislas Wawrinka,0-40,10,1,.5,20
275,Stanislas Wawrinka,15-0,10,1,.62149531,214
275,Stanislas Wawrinka,15-15,10,1,.58181816,165
275,Stanislas Wawrinka,15-30,10,1,.61458331,96
275,Stanislas Wawrinka,15-40,10,1,.72340423,47
275,Stanislas Wawrinka,30-0,10,1,.65413535,133
275,Stanislas Wawrinka,30-15,10,1,.57746476,142
275,Stanislas Wawrinka,30-30,10,1,.67226893,119
275,Stanislas Wawrinka,30-40,10,1,.60273975,73
275,Stanislas Wawrinka,40-0,10,1,.68965518,87
275,Stanislas Wawrinka,40-15,10,1,.69724768,109
275,Stanislas Wawrinka,40-30,10,1,.68141592,113
275,Stanislas Wawrinka,40-40,10,1,.66250002,80
275,Stanislas Wawrinka,40-50,10,1,.59523809,42
275,Stanislas Wawrinka,50-40,10,1,.63636363,66
276,Andres Molteni,0-0,10,1,.71428573,7
276,Andres Molteni,0-15,10,1,0,2
276,Andres Molteni,0-30,10,1,0,2
276,Andres Molteni,0-40,10,1,0,2
276,Andres Molteni,15-0,10,1,.80000001,5
276,Andres Molteni,15-15,10,1,0,1
276,Andres Molteni,15-30,10,1,0,1
276,Andres Molteni,15-40,10,1,0,1
276,Andres Molteni,30-0,10,1,.75,4
276,Andres Molteni,30-15,10,1,1,1
276,Andres Molteni,40-0,10,1,.66666669,3
276,Andres Molteni,40-15,10,1,.5,2
276,Andres Molteni,40-30,10,1,0,1
276,Andres Molteni,40-40,10,1,1,1
276,Andres Molteni,50-40,10,1,1,1
278,Maximo Gonzalez,0-0,10,1,.36363637,11
278,Maximo Gonzalez,0-15,10,1,.71428573,7
278,Maximo Gonzalez,0-30,10,1,1,2
278,Maximo Gonzalez,15-0,10,1,.25,4
278,Maximo Gonzalez,15-15,10,1,.75,8
278,Maximo Gonzalez,15-30,10,1,.75,4
278,Maximo Gonzalez,15-40,10,1,1,1
278,Maximo Gonzalez,30-0,10,1,0,1
278,Maximo Gonzalez,30-15,10,1,.71428573,7
278,Maximo Gonzalez,30-30,10,1,.40000001,5
278,Maximo Gonzalez,30-40,10,1,0,4
278,Maximo Gonzalez,40-15,10,1,.60000002,5
278,Maximo Gonzalez,40-30,10,1,0,4
278,Maximo Gonzalez,40-40,10,1,.5,4
278,Maximo Gonzalez,40-50,10,1,1,2
278,Maximo Gonzalez,50-40,10,1,1,4
280,Andy Roddick,0-0,10,1,.71739131,92
280,Andy Roddick,0-15,10,1,.53846157,26
280,Andy Roddick,0-30,10,1,.58333331,12
280,Andy Roddick,0-40,10,1,.40000001,5
280,Andy Roddick,15-0,10,1,.60606062,66
280,Andy Roddick,15-15,10,1,.72500002,40
280,Andy Roddick,15-30,10,1,.77777779,18
280,Andy Roddick,15-40,10,1,.33333334,6
280,Andy Roddick,30-0,10,1,.69999999,40
280,Andy Roddick,30-15,10,1,.60975611,41
280,Andy Roddick,30-30,10,1,.73333335,30
280,Andy Roddick,30-40,10,1,.40000001,10
280,Andy Roddick,40-0,10,1,.85714287,28
280,Andy Roddick,40-15,10,1,.68965518,29
280,Andy Roddick,40-30,10,1,.7096774,31
280,Andy Roddick,40-40,10,1,.53846157,13
280,Andy Roddick,40-50,10,1,.5714286,7
280,Andy Roddick,50-40,10,1,.80000001,10
288,Lleyton Hewitt,0-0,10,1,.6171875,128
288,Lleyton Hewitt,0-15,10,1,.53061223,49
288,Lleyton Hewitt,0-30,10,1,.65217394,23
288,Lleyton Hewitt,0-40,10,1,.75,8
288,Lleyton Hewitt,15-0,10,1,.62025315,79
288,Lleyton Hewitt,15-15,10,1,.6964286,56
288,Lleyton Hewitt,15-30,10,1,.6875,32
288,Lleyton Hewitt,15-40,10,1,.6875,16
288,Lleyton Hewitt,30-0,10,1,.6122449,49
288,Lleyton Hewitt,30-15,10,1,.5,58
288,Lleyton Hewitt,30-30,10,1,.66666669,51
288,Lleyton Hewitt,30-40,10,1,.64285713,28
288,Lleyton Hewitt,40-0,10,1,.73333335,30
288,Lleyton Hewitt,40-15,10,1,.7027027,37
288,Lleyton Hewitt,40-30,10,1,.46666667,45
288,Lleyton Hewitt,40-40,10,1,.61904764,42
288,Lleyton Hewitt,40-50,10,1,.54545456,22
288,Lleyton Hewitt,50-40,10,1,.47058824,34
293,Bjorn Phau,0-0,10,1,.5,30
293,Bjorn Phau,0-15,10,1,.46666667,15
293,Bjorn Phau,0-30,10,1,.625,8
293,Bjorn Phau,0-40,10,1,.66666669,3
293,Bjorn Phau,15-0,10,1,.66666669,15
293,Bjorn Phau,15-15,10,1,.66666669,12
293,Bjorn Phau,15-30,10,1,.77777779,9
293,Bjorn Phau,15-40,10,1,.25,4
293,Bjorn Phau,30-0,10,1,.60000002,10
293,Bjorn Phau,30-15,10,1,.66666669,12
293,Bjorn Phau,30-30,10,1,.72727275,11
293,Bjorn Phau,30-40,10,1,.75,4
293,Bjorn Phau,40-0,10,1,.66666669,6
293,Bjorn Phau,40-15,10,1,.69999999,10
293,Bjorn Phau,40-30,10,1,.72727275,11
293,Bjorn Phau,40-40,10,1,.83333331,6
293,Bjorn Phau,40-50,10,1,.5,2
293,Bjorn Phau,50-40,10,1,.66666669,6
294,Ernests Gulbis,0-0,10,1,.59842521,254
294,Ernests Gulbis,0-15,10,1,.65686274,102
294,Ernests Gulbis,0-30,10,1,.60000002,35
294,Ernests Gulbis,0-40,10,1,.71428573,14
294,Ernests Gulbis,15-0,10,1,.65789473,152
294,Ernests Gulbis,15-15,10,1,.58823532,119
294,Ernests Gulbis,15-30,10,1,.51428574,70
294,Ernests Gulbis,15-40,10,1,.52272725,44
294,Ernests Gulbis,30-0,10,1,.58999997,100
294,Ernests Gulbis,30-15,10,1,.6936937,111
294,Ernests Gulbis,30-30,10,1,.77142859,70
294,Ernests Gulbis,30-40,10,1,.43589744,39
294,Ernests Gulbis,40-0,10,1,.76271188,59
294,Ernests Gulbis,40-15,10,1,.72527474,91
294,Ernests Gulbis,40-30,10,1,.62025315,79
294,Ernests Gulbis,40-40,10,1,.65957445,47
294,Ernests Gulbis,40-50,10,1,.55000001,20
294,Ernests Gulbis,50-40,10,1,.78947371,38
296,Albert Ramos,0-0,10,1,.62765956,94
296,Albert Ramos,0-15,10,1,.51428574,35
296,Albert Ramos,0-30,10,1,.52941179,17
296,Albert Ramos,0-40,10,1,.5,8
296,Albert Ramos,15-0,10,1,.54237288,59
296,Albert Ramos,15-15,10,1,.64444447,45
296,Albert Ramos,15-30,10,1,.60000002,25
296,Albert Ramos,15-40,10,1,.78571427,14
296,Albert Ramos,30-0,10,1,.65625,32
296,Albert Ramos,30-15,10,1,.75,40
296,Albert Ramos,30-30,10,1,.56,25
296,Albert Ramos,30-40,10,1,.45454547,22
296,Albert Ramos,40-0,10,1,.52380955,21
296,Albert Ramos,40-15,10,1,.625,40
296,Albert Ramos,40-30,10,1,.65517241,29
296,Albert Ramos,40-40,10,1,.69999999,20
296,Albert Ramos,40-50,10,1,.33333334,9
296,Albert Ramos,50-40,10,1,.5625,16
298,Dudi Sela,0-0,10,1,.61666667,60
298,Dudi Sela,0-15,10,1,.56521738,23
298,Dudi Sela,0-30,10,1,.2,10
298,Dudi Sela,0-40,10,1,1,8
298,Dudi Sela,15-0,10,1,.56756759,37
298,Dudi Sela,15-15,10,1,.48275861,29
298,Dudi Sela,15-30,10,1,.52941179,17
298,Dudi Sela,15-40,10,1,.5,16
298,Dudi Sela,30-0,10,1,.71428573,21
298,Dudi Sela,30-15,10,1,.69999999,20
298,Dudi Sela,30-30,10,1,.53333336,15
298,Dudi Sela,30-40,10,1,.60000002,15
298,Dudi Sela,40-0,10,1,.66666669,15
298,Dudi Sela,40-15,10,1,.68421054,19
298,Dudi Sela,40-30,10,1,.85714287,14
298,Dudi Sela,40-40,10,1,.54545456,11
298,Dudi Sela,40-50,10,1,.71428573,7
298,Dudi Sela,50-40,10,1,.625,8
304,Lucas Pouille,0-0,10,1,.83333331,18
304,Lucas Pouille,0-15,10,1,.66666669,3
304,Lucas Pouille,0-30,10,1,1,1
304,Lucas Pouille,15-0,10,1,.93333334,15
304,Lucas Pouille,15-15,10,1,.66666669,3
304,Lucas Pouille,15-30,10,1,1,2
304,Lucas Pouille,30-0,10,1,.5714286,14
304,Lucas Pouille,30-15,10,1,.875,8
304,Lucas Pouille,30-30,10,1,1,3
304,Lucas Pouille,40-0,10,1,.75,8
304,Lucas Pouille,40-15,10,1,.44444445,9
304,Lucas Pouille,40-30,10,1,.75,8
304,Lucas Pouille,40-40,10,1,1,2
304,Lucas Pouille,50-40,10,1,.5,2
305,Hiroki Moriya,0-0,10,1,.60000002,25
305,Hiroki Moriya,0-15,10,1,.60000002,10
305,Hiroki Moriya,0-30,10,1,.5,4
305,Hiroki Moriya,0-40,10,1,.5,2
305,Hiroki Moriya,15-0,10,1,.73333335,15
305,Hiroki Moriya,15-15,10,1,.80000001,10
305,Hiroki Moriya,15-30,10,1,.75,4
305,Hiroki Moriya,15-40,10,1,0,2
305,Hiroki Moriya,30-0,10,1,.81818181,11
305,Hiroki Moriya,30-15,10,1,.80000001,10
305,Hiroki Moriya,30-30,10,1,.60000002,5
305,Hiroki Moriya,30-40,10,1,1,2
305,Hiroki Moriya,40-0,10,1,.44444445,9
305,Hiroki Moriya,40-15,10,1,.76923078,13
305,Hiroki Moriya,40-30,10,1,.83333331,6
305,Hiroki Moriya,40-40,10,1,1,3
305,Hiroki Moriya,50-40,10,1,.66666669,3
306,Janko Tipsarevic,0-0,10,1,.65196079,204
306,Janko Tipsarevic,0-15,10,1,.65277779,72
306,Janko Tipsarevic,0-30,10,1,.63999999,25
306,Janko Tipsarevic,0-40,10,1,.77777779,9
306,Janko Tipsarevic,15-0,10,1,.63909775,133
306,Janko Tipsarevic,15-15,10,1,.55319148,94
306,Janko Tipsarevic,15-30,10,1,.63793105,58
306,Janko Tipsarevic,15-40,10,1,.6785714,28
306,Janko Tipsarevic,30-0,10,1,.72941178,85
306,Janko Tipsarevic,30-15,10,1,.66666669,75
306,Janko Tipsarevic,30-30,10,1,.67741936,62
306,Janko Tipsarevic,30-40,10,1,.51282054,39
306,Janko Tipsarevic,40-0,10,1,.67741936,62
306,Janko Tipsarevic,40-15,10,1,.67142856,70
306,Janko Tipsarevic,40-30,10,1,.65151513,66
306,Janko Tipsarevic,40-40,10,1,.80952382,42
306,Janko Tipsarevic,40-50,10,1,.66666669,12
306,Janko Tipsarevic,50-40,10,1,.65789473,38
320,Pablo Andujar,0-0,10,1,.67164177,134
320,Pablo Andujar,0-15,10,1,.63636363,44
320,Pablo Andujar,0-30,10,1,.375,16
320,Pablo Andujar,0-40,10,1,.5,10
320,Pablo Andujar,15-0,10,1,.56666666,90
320,Pablo Andujar,15-15,10,1,.64179105,67
320,Pablo Andujar,15-30,10,1,.60000002,30
320,Pablo Andujar,15-40,10,1,.70588237,17
320,Pablo Andujar,30-0,10,1,.58823532,51
320,Pablo Andujar,30-15,10,1,.78125,64
320,Pablo Andujar,30-30,10,1,.65625,32
320,Pablo Andujar,30-40,10,1,.65217394,23
320,Pablo Andujar,40-0,10,1,.69999999,30
320,Pablo Andujar,40-15,10,1,.69491524,59
320,Pablo Andujar,40-30,10,1,.53846157,39
320,Pablo Andujar,40-40,10,1,.63636363,33
320,Pablo Andujar,40-50,10,1,.625,16
320,Pablo Andujar,50-40,10,1,.6785714,28
323,James Duckworth,0-0,10,1,.66666669,51
323,James Duckworth,0-15,10,1,.64705884,17
323,James Duckworth,0-30,10,1,.83333331,6
323,James Duckworth,0-40,10,1,1,1
323,James Duckworth,15-0,10,1,.85294116,34
323,James Duckworth,15-15,10,1,.75,16
323,James Duckworth,15-30,10,1,.44444445,9
323,James Duckworth,15-40,10,1,.83333331,6
323,James Duckworth,30-0,10,1,.65517241,29
323,James Duckworth,30-15,10,1,.72727275,22
323,James Duckworth,30-30,10,1,.80000001,10
323,James Duckworth,30-40,10,1,.71428573,7
323,James Duckworth,40-0,10,1,.68421054,19
323,James Duckworth,40-15,10,1,.77272725,22
323,James Duckworth,40-30,10,1,.69230771,13
323,James Duckworth,40-40,10,1,.66666669,9
323,James Duckworth,40-50,10,1,.33333334,3
323,James Duckworth,50-40,10,1,.5714286,7
325,Simone Bolelli,0-0,10,1,.71186441,177
325,Simone Bolelli,0-15,10,1,.627451,51
325,Simone Bolelli,0-30,10,1,.84210527,19
325,Simone Bolelli,0-40,10,1,.33333334,3
325,Simone Bolelli,15-0,10,1,.69047618,126
325,Simone Bolelli,15-15,10,1,.76056337,71
325,Simone Bolelli,15-30,10,1,.72727275,33
325,Simone Bolelli,15-40,10,1,.69999999,10
325,Simone Bolelli,30-0,10,1,.67816091,87
325,Simone Bolelli,30-15,10,1,.76829267,82
