returnerid,returnername,gamescore,topn,ones,returnerProbability,returnerFrequency
11,Florian Mayer,40-0,10,1,.73770493,61
11,Florian Mayer,40-15,10,1,.71794873,78
11,Florian Mayer,40-30,10,1,.5925926,54
11,Florian Mayer,40-40,10,1,.65957445,47
11,Florian Mayer,40-50,10,1,.77272725,22
11,Florian Mayer,50-40,10,1,.61904764,42
14,Aljaz Bedene,0-0,10,1,.53846157,13
14,Aljaz Bedene,0-15,10,1,.66666669,6
14,Aljaz Bedene,0-30,10,1,1,2
14,Aljaz Bedene,15-0,10,1,.5714286,7
14,Aljaz Bedene,15-15,10,1,.71428573,7
14,Aljaz Bedene,15-30,10,1,.75,4
14,Aljaz Bedene,15-40,10,1,1,1
14,Aljaz Bedene,30-0,10,1,.75,4
14,Aljaz Bedene,30-15,10,1,.5,6
14,Aljaz Bedene,30-30,10,1,.66666669,6
14,Aljaz Bedene,30-40,10,1,1,3
14,Aljaz Bedene,40-0,10,1,.66666669,3
14,Aljaz Bedene,40-15,10,1,.25,4
14,Aljaz Bedene,40-30,10,1,1,7
14,Aljaz Bedene,40-40,10,1,.33333334,3
14,Aljaz Bedene,40-50,10,1,.5,2
14,Aljaz Bedene,50-40,10,1,1,2
19,Igor Kunitsyn,0-0,10,1,.82352942,17
19,Igor Kunitsyn,0-15,10,1,.66666669,3
19,Igor Kunitsyn,0-30,10,1,0,1
19,Igor Kunitsyn,0-40,10,1,0,1
19,Igor Kunitsyn,15-0,10,1,.71428573,14
19,Igor Kunitsyn,15-15,10,1,.66666669,6
19,Igor Kunitsyn,15-30,10,1,.5,2
19,Igor Kunitsyn,15-40,10,1,1,1
19,Igor Kunitsyn,30-0,10,1,.69999999,10
19,Igor Kunitsyn,30-15,10,1,.71428573,7
19,Igor Kunitsyn,30-30,10,1,.66666669,3
19,Igor Kunitsyn,30-40,10,1,1,2
19,Igor Kunitsyn,40-0,10,1,1,7
19,Igor Kunitsyn,40-15,10,1,1,5
19,Igor Kunitsyn,40-30,10,1,.5,2
19,Igor Kunitsyn,40-40,10,1,.66666669,3
19,Igor Kunitsyn,40-50,10,1,1,1
19,Igor Kunitsyn,50-40,10,1,.66666669,3
22,Julien Benneteau,0-0,10,1,.60162604,246
22,Julien Benneteau,0-15,10,1,.58163267,98
22,Julien Benneteau,0-30,10,1,.48780489,41
22,Julien Benneteau,0-40,10,1,.2857143,21
22,Julien Benneteau,15-0,10,1,.61486489,148
22,Julien Benneteau,15-15,10,1,.65789473,114
22,Julien Benneteau,15-30,10,1,.59322035,59
22,Julien Benneteau,15-40,10,1,.66666669,30
22,Julien Benneteau,30-0,10,1,.71428573,91
22,Julien Benneteau,30-15,10,1,.69306928,101
22,Julien Benneteau,30-30,10,1,.5970149,67
22,Julien Benneteau,30-40,10,1,.57446808,47
22,Julien Benneteau,40-0,10,1,.70769233,65
22,Julien Benneteau,40-15,10,1,.68539327,89
22,Julien Benneteau,40-30,10,1,.68656719,67
22,Julien Benneteau,40-40,10,1,.70833331,48
22,Julien Benneteau,40-50,10,1,.52631581,19
22,Julien Benneteau,50-40,10,1,.64999998,40
25,Andrea Arnaboldi,0-0,10,1,.33333334,12
25,Andrea Arnaboldi,0-15,10,1,.875,8
25,Andrea Arnaboldi,0-30,10,1,1,1
25,Andrea Arnaboldi,15-0,10,1,1,4
25,Andrea Arnaboldi,15-15,10,1,.71428573,7
25,Andrea Arnaboldi,15-30,10,1,.66666669,3
25,Andrea Arnaboldi,15-40,10,1,0,1
25,Andrea Arnaboldi,30-0,10,1,.75,4
25,Andrea Arnaboldi,30-15,10,1,.66666669,6
25,Andrea Arnaboldi,30-30,10,1,.25,4
25,Andrea Arnaboldi,30-40,10,1,.66666669,3
25,Andrea Arnaboldi,40-0,10,1,.66666669,3
25,Andrea Arnaboldi,40-15,10,1,.80000001,5
25,Andrea Arnaboldi,40-30,10,1,1,2
25,Andrea Arnaboldi,40-40,10,1,.5,2
25,Andrea Arnaboldi,40-50,10,1,1,1
25,Andrea Arnaboldi,50-40,10,1,1,2
31,Igor Andreev,0-0,10,1,.64705884,17
31,Igor Andreev,0-15,10,1,.66666669,6
31,Igor Andreev,0-30,10,1,.5,2
31,Igor Andreev,0-40,10,1,0,1
31,Igor Andreev,15-0,10,1,.54545456,11
31,Igor Andreev,15-15,10,1,.8888889,9
31,Igor Andreev,15-30,10,1,0,2
31,Igor Andreev,15-40,10,1,0,2
31,Igor Andreev,30-0,10,1,.66666669,6
31,Igor Andreev,30-15,10,1,.60000002,10
31,Igor Andreev,30-30,10,1,.25,4
31,Igor Andreev,30-40,10,1,.33333334,3
31,Igor Andreev,40-0,10,1,.5,4
31,Igor Andreev,40-15,10,1,.875,8
31,Igor Andreev,40-30,10,1,1,2
31,Igor Andreev,40-40,10,1,1,1
31,Igor Andreev,40-50,10,1,0,1
31,Igor Andreev,50-40,10,1,0,1
41,Nikolay Davydenko,0-0,10,1,.57671958,189
41,Nikolay Davydenko,0-15,10,1,.61250001,80
41,Nikolay Davydenko,0-30,10,1,.58064514,31
41,Nikolay Davydenko,0-40,10,1,.53846157,13
41,Nikolay Davydenko,15-0,10,1,.67889911,109
41,Nikolay Davydenko,15-15,10,1,.66666669,84
41,Nikolay Davydenko,15-30,10,1,.5869565,46
41,Nikolay Davydenko,15-40,10,1,.57692307,26
41,Nikolay Davydenko,30-0,10,1,.63513511,74
41,Nikolay Davydenko,30-15,10,1,.68674701,83
41,Nikolay Davydenko,30-30,10,1,.5471698,53
41,Nikolay Davydenko,30-40,10,1,.53846157,39
41,Nikolay Davydenko,40-0,10,1,.57446808,47
41,Nikolay Davydenko,40-15,10,1,.6883117,77
41,Nikolay Davydenko,40-30,10,1,.6226415,53
41,Nikolay Davydenko,40-40,10,1,.68292683,41
41,Nikolay Davydenko,40-50,10,1,.58823532,17
41,Nikolay Davydenko,50-40,10,1,.60000002,35
47,Thanasi Kokkinakis,0-0,10,1,.78571427,28
47,Thanasi Kokkinakis,0-15,10,1,.83333331,6
47,Thanasi Kokkinakis,0-30,10,1,1,1
47,Thanasi Kokkinakis,15-0,10,1,.77272725,22
47,Thanasi Kokkinakis,15-15,10,1,.69999999,10
47,Thanasi Kokkinakis,15-30,10,1,.75,4
47,Thanasi Kokkinakis,15-40,10,1,1,1
47,Thanasi Kokkinakis,30-0,10,1,.7647059,17
47,Thanasi Kokkinakis,30-15,10,1,.81818181,11
47,Thanasi Kokkinakis,30-30,10,1,.80000001,5
47,Thanasi Kokkinakis,30-40,10,1,1,2
47,Thanasi Kokkinakis,40-0,10,1,.76923078,13
47,Thanasi Kokkinakis,40-15,10,1,.66666669,12
47,Thanasi Kokkinakis,40-30,10,1,.875,8
47,Thanasi Kokkinakis,40-40,10,1,1,3
47,Thanasi Kokkinakis,50-40,10,1,.33333334,3
49,Evgeny Donskoy,0-0,10,1,.60377359,53
49,Evgeny Donskoy,0-15,10,1,.66666669,21
49,Evgeny Donskoy,0-30,10,1,.14285715,7
49,Evgeny Donskoy,0-40,10,1,.5,6
49,Evgeny Donskoy,15-0,10,1,.65625,32
49,Evgeny Donskoy,15-15,10,1,.80000001,25
49,Evgeny Donskoy,15-30,10,1,.83333331,6
49,Evgeny Donskoy,15-40,10,1,1,4
49,Evgeny Donskoy,30-0,10,1,.71428573,21
49,Evgeny Donskoy,30-15,10,1,.57692307,26
49,Evgeny Donskoy,30-30,10,1,.8125,16
49,Evgeny Donskoy,30-40,10,1,.71428573,7
49,Evgeny Donskoy,40-0,10,1,.80000001,15
49,Evgeny Donskoy,40-15,10,1,.83333331,18
49,Evgeny Donskoy,40-30,10,1,.5625,16
49,Evgeny Donskoy,40-40,10,1,.75,12
49,Evgeny Donskoy,40-50,10,1,1,3
49,Evgeny Donskoy,50-40,10,1,.75,12
50,Benjamin Becker,0-0,10,1,.73728812,118
50,Benjamin Becker,0-15,10,1,.67741936,31
50,Benjamin Becker,0-30,10,1,.30000001,10
50,Benjamin Becker,0-40,10,1,.42857143,7
50,Benjamin Becker,15-0,10,1,.62068963,87
50,Benjamin Becker,15-15,10,1,.7037037,54
50,Benjamin Becker,15-30,10,1,.47368422,19
50,Benjamin Becker,15-40,10,1,.69230771,13
50,Benjamin Becker,30-0,10,1,.6111111,54
50,Benjamin Becker,30-15,10,1,.55932206,59
50,Benjamin Becker,30-30,10,1,.65714288,35
50,Benjamin Becker,30-40,10,1,.61904764,21
50,Benjamin Becker,40-0,10,1,.66666669,33
50,Benjamin Becker,40-15,10,1,.65909094,44
50,Benjamin Becker,40-30,10,1,.7368421,38
50,Benjamin Becker,40-40,10,1,.65217394,23
50,Benjamin Becker,40-50,10,1,.45454547,11
50,Benjamin Becker,50-40,10,1,.52631581,19
54,Dustin Brown,0-0,10,1,.60227275,88
54,Dustin Brown,0-15,10,1,.54285717,35
54,Dustin Brown,0-30,10,1,.5625,16
54,Dustin Brown,0-40,10,1,.5714286,7
54,Dustin Brown,15-0,10,1,.64150941,53
54,Dustin Brown,15-15,10,1,.78947371,38
54,Dustin Brown,15-30,10,1,.7647059,17
54,Dustin Brown,15-40,10,1,.875,8
54,Dustin Brown,30-0,10,1,.7352941,34
54,Dustin Brown,30-15,10,1,.66666669,39
54,Dustin Brown,30-30,10,1,.73076922,26
54,Dustin Brown,30-40,10,1,.78571427,14
54,Dustin Brown,40-0,10,1,.63999999,25
54,Dustin Brown,40-15,10,1,.65714288,35
54,Dustin Brown,40-30,10,1,.64516127,31
54,Dustin Brown,40-40,10,1,.72727275,22
54,Dustin Brown,40-50,10,1,.625,8
54,Dustin Brown,50-40,10,1,.57894737,19
64,Facundo Arguello,0-0,10,1,.68181819,22
64,Facundo Arguello,0-15,10,1,.2857143,7
64,Facundo Arguello,0-30,10,1,.2,5
64,Facundo Arguello,0-40,10,1,.5,4
64,Facundo Arguello,15-0,10,1,.73333335,15
64,Facundo Arguello,15-15,10,1,.83333331,6
64,Facundo Arguello,15-30,10,1,1,2
64,Facundo Arguello,15-40,10,1,.5,2
64,Facundo Arguello,30-0,10,1,.72727275,11
64,Facundo Arguello,30-15,10,1,.625,8
64,Facundo Arguello,30-30,10,1,1,5
64,Facundo Arguello,30-40,10,1,0,1
64,Facundo Arguello,40-0,10,1,.625,8
64,Facundo Arguello,40-15,10,1,.75,8
64,Facundo Arguello,40-30,10,1,.71428573,7
64,Facundo Arguello,40-40,10,1,1,2
64,Facundo Arguello,40-50,10,1,1,1
64,Facundo Arguello,50-40,10,1,0,2
68,Alexander Zverev,0-0,10,1,.65517241,29
68,Alexander Zverev,0-15,10,1,.60000002,10
68,Alexander Zverev,0-30,10,1,1,4
68,Alexander Zverev,15-0,10,1,.57894737,19
68,Alexander Zverev,15-15,10,1,.85714287,14
68,Alexander Zverev,15-30,10,1,.66666669,6
68,Alexander Zverev,15-40,10,1,.5,2
68,Alexander Zverev,30-0,10,1,.63636363,11
68,Alexander Zverev,30-15,10,1,.625,16
68,Alexander Zverev,30-30,10,1,.69999999,10
68,Alexander Zverev,30-40,10,1,.25,4
68,Alexander Zverev,40-0,10,1,.85714287,7
68,Alexander Zverev,40-15,10,1,.72727275,11
68,Alexander Zverev,40-30,10,1,.69999999,10
68,Alexander Zverev,40-40,10,1,.25,4
68,Alexander Zverev,40-50,10,1,.66666669,3
68,Alexander Zverev,50-40,10,1,.66666669,3
74,Victor Estrella,0-0,10,1,.62068963,29
74,Victor Estrella,0-15,10,1,.63636363,11
74,Victor Estrella,0-30,10,1,.75,4
74,Victor Estrella,0-40,10,1,0,1
74,Victor Estrella,15-0,10,1,.77777779,18
74,Victor Estrella,15-15,10,1,.81818181,11
74,Victor Estrella,15-30,10,1,.60000002,5
74,Victor Estrella,15-40,10,1,1,2
74,Victor Estrella,30-0,10,1,.85714287,14
74,Victor Estrella,30-15,10,1,.72727275,11
74,Victor Estrella,30-30,10,1,.66666669,6
74,Victor Estrella,30-40,10,1,.25,4
74,Victor Estrella,40-0,10,1,.91666669,12
74,Victor Estrella,40-15,10,1,.8888889,9
74,Victor Estrella,40-30,10,1,.60000002,5
74,Victor Estrella,40-40,10,1,1,3
74,Victor Estrella,50-40,10,1,.66666669,3
81,Ryan Sweeting,0-0,10,1,.75609756,41
81,Ryan Sweeting,0-15,10,1,.89999998,10
81,Ryan Sweeting,0-30,10,1,1,1
81,Ryan Sweeting,15-0,10,1,.61290324,31
81,Ryan Sweeting,15-15,10,1,.76190478,21
81,Ryan Sweeting,15-30,10,1,.83333331,6
81,Ryan Sweeting,15-40,10,1,1,1
81,Ryan Sweeting,30-0,10,1,.84210527,19
81,Ryan Sweeting,30-15,10,1,.7368421,19
81,Ryan Sweeting,30-30,10,1,.89999998,10
81,Ryan Sweeting,30-40,10,1,1,2
81,Ryan Sweeting,40-0,10,1,.6875,16
81,Ryan Sweeting,40-15,10,1,.7368421,19
81,Ryan Sweeting,40-30,10,1,.78571427,14
81,Ryan Sweeting,40-40,10,1,.40000001,5
81,Ryan Sweeting,40-50,10,1,.33333334,3
81,Ryan Sweeting,50-40,10,1,1,3
87,Joao Souza,0-0,10,1,.81818181,22
87,Joao Souza,0-15,10,1,.75,4
87,Joao Souza,0-30,10,1,0,1
87,Joao Souza,0-40,10,1,0,1
87,Joao Souza,15-0,10,1,.72222221,18
87,Joao Souza,15-15,10,1,.5,8
87,Joao Souza,15-30,10,1,.75,4
87,Joao Souza,15-40,10,1,1,1
87,Joao Souza,30-0,10,1,.76923078,13
87,Joao Souza,30-15,10,1,.85714287,7
87,Joao Souza,30-30,10,1,.5,4
87,Joao Souza,30-40,10,1,0,3
87,Joao Souza,40-0,10,1,.80000001,10
87,Joao Souza,40-15,10,1,.75,8
87,Joao Souza,40-30,10,1,1,4
95,Kenny De Schepper,0-0,10,1,.53333336,15
95,Kenny De Schepper,0-15,10,1,.71428573,7
95,Kenny De Schepper,0-30,10,1,.5,2
95,Kenny De Schepper,0-40,10,1,0,1
95,Kenny De Schepper,15-0,10,1,.625,8
95,Kenny De Schepper,15-15,10,1,.375,8
95,Kenny De Schepper,15-30,10,1,.33333334,6
95,Kenny De Schepper,15-40,10,1,.5,4
95,Kenny De Schepper,30-0,10,1,.80000001,5
95,Kenny De Schepper,30-15,10,1,.75,4
95,Kenny De Schepper,30-30,10,1,1,3
95,Kenny De Schepper,30-40,10,1,1,2
95,Kenny De Schepper,40-0,10,1,.75,4
95,Kenny De Schepper,40-15,10,1,1,4
95,Kenny De Schepper,40-30,10,1,.66666669,3
95,Kenny De Schepper,40-40,10,1,.66666669,3
95,Kenny De Schepper,40-50,10,1,1,1
95,Kenny De Schepper,50-40,10,1,1,3
96,Alejandro Falla,0-0,10,1,.71186441,118
96,Alejandro Falla,0-15,10,1,.58823532,34
96,Alejandro Falla,0-30,10,1,.42857143,14
96,Alejandro Falla,0-40,10,1,.625,8
96,Alejandro Falla,15-0,10,1,.69047618,84
96,Alejandro Falla,15-15,10,1,.63043481,46
96,Alejandro Falla,15-30,10,1,.56521738,23
96,Alejandro Falla,15-40,10,1,.53333336,15
96,Alejandro Falla,30-0,10,1,.58620691,58
96,Alejandro Falla,30-15,10,1,.66037738,53
96,Alejandro Falla,30-30,10,1,.64516127,31
96,Alejandro Falla,30-40,10,1,.57894737,19
96,Alejandro Falla,40-0,10,1,.64705884,34
96,Alejandro Falla,40-15,10,1,.65957445,47
96,Alejandro Falla,40-30,10,1,.6111111,36
96,Alejandro Falla,40-40,10,1,.68000001,25
96,Alejandro Falla,40-50,10,1,.55555558,9
96,Alejandro Falla,50-40,10,1,.68421054,19
99,Marco Chiudinelli,0-0,10,1,.60000002,10
99,Marco Chiudinelli,0-15,10,1,.5,4
99,Marco Chiudinelli,0-30,10,1,.5,2
99,Marco Chiudinelli,0-40,10,1,1,1
99,Marco Chiudinelli,15-0,10,1,.66666669,6
99,Marco Chiudinelli,15-15,10,1,.75,4
99,Marco Chiudinelli,15-30,10,1,1,2
99,Marco Chiudinelli,15-40,10,1,0,1
99,Marco Chiudinelli,30-0,10,1,1,4
99,Marco Chiudinelli,30-15,10,1,1,3
99,Marco Chiudinelli,30-30,10,1,.5,2
99,Marco Chiudinelli,30-40,10,1,1,1
99,Marco Chiudinelli,40-0,10,1,.5,4
99,Marco Chiudinelli,40-15,10,1,.40000001,5
99,Marco Chiudinelli,40-30,10,1,.75,4
99,Marco Chiudinelli,40-40,10,1,.5,2
99,Marco Chiudinelli,40-50,10,1,1,1
99,Marco Chiudinelli,50-40,10,1,1,2
104,Juan Carlos Ferrero,0-0,10,1,.71428573,14
104,Juan Carlos Ferrero,0-15,10,1,1,4
104,Juan Carlos Ferrero,15-0,10,1,.80000001,10
104,Juan Carlos Ferrero,15-15,10,1,.66666669,6
104,Juan Carlos Ferrero,15-30,10,1,1,2
104,Juan Carlos Ferrero,30-0,10,1,.5,8
104,Juan Carlos Ferrero,30-15,10,1,.625,8
104,Juan Carlos Ferrero,30-30,10,1,.60000002,5
104,Juan Carlos Ferrero,30-40,10,1,.5,2
104,Juan Carlos Ferrero,40-0,10,1,1,4
104,Juan Carlos Ferrero,40-15,10,1,.80000001,5
104,Juan Carlos Ferrero,40-30,10,1,1,4
104,Juan Carlos Ferrero,40-40,10,1,0,1
104,Juan Carlos Ferrero,40-50,10,1,1,1
104,Juan Carlos Ferrero,50-40,10,1,1,1
120,Tobias Kamke,0-0,10,1,.58024693,81
120,Tobias Kamke,0-15,10,1,.70588237,34
120,Tobias Kamke,0-30,10,1,.60000002,10
120,Tobias Kamke,0-40,10,1,1,4
120,Tobias Kamke,15-0,10,1,.59574467,47
120,Tobias Kamke,15-15,10,1,.60465115,43
120,Tobias Kamke,15-30,10,1,.60869563,23
120,Tobias Kamke,15-40,10,1,.76923078,13
120,Tobias Kamke,30-0,10,1,.71428573,28
120,Tobias Kamke,30-15,10,1,.55882353,34
120,Tobias Kamke,30-30,10,1,.65517241,29
120,Tobias Kamke,30-40,10,1,.80000001,20
120,Tobias Kamke,40-0,10,1,.75,20
120,Tobias Kamke,40-15,10,1,.54166669,24
120,Tobias Kamke,40-30,10,1,.69999999,30
120,Tobias Kamke,40-40,10,1,.56,25
120,Tobias Kamke,40-50,10,1,.54545456,11
120,Tobias Kamke,50-40,10,1,.63157892,19
133,Tim Smyczek,0-0,10,1,.64406782,59
133,Tim Smyczek,0-15,10,1,.5714286,21
133,Tim Smyczek,0-30,10,1,.44444445,9
133,Tim Smyczek,0-40,10,1,.40000001,5
133,Tim Smyczek,15-0,10,1,.60526317,38
133,Tim Smyczek,15-15,10,1,.85185188,27
133,Tim Smyczek,15-30,10,1,.75,8
133,Tim Smyczek,15-40,10,1,.75,4
133,Tim Smyczek,30-0,10,1,.65217394,23
133,Tim Smyczek,30-15,10,1,.54838711,31
133,Tim Smyczek,30-30,10,1,.69999999,20
133,Tim Smyczek,30-40,10,1,.44444445,9
133,Tim Smyczek,40-0,10,1,.53333336,15
133,Tim Smyczek,40-15,10,1,.70833331,24
133,Tim Smyczek,40-30,10,1,.76190478,21
133,Tim Smyczek,40-40,10,1,.55555558,9
133,Tim Smyczek,40-50,10,1,1,4
133,Tim Smyczek,50-40,10,1,.875,8
134,Eduardo Schwank,0-0,10,1,.58333331,12
134,Eduardo Schwank,0-15,10,1,.60000002,5
134,Eduardo Schwank,0-30,10,1,1,2
134,Eduardo Schwank,15-0,10,1,.5714286,7
134,Eduardo Schwank,15-15,10,1,.5,6
134,Eduardo Schwank,15-30,10,1,1,5
134,Eduardo Schwank,30-0,10,1,.75,4
134,Eduardo Schwank,30-15,10,1,.75,4
134,Eduardo Schwank,30-30,10,1,.66666669,6
134,Eduardo Schwank,30-40,10,1,.5,2
134,Eduardo Schwank,40-0,10,1,.33333334,3
134,Eduardo Schwank,40-15,10,1,.80000001,5
134,Eduardo Schwank,40-30,10,1,.80000001,5
134,Eduardo Schwank,40-40,10,1,.5,2
134,Eduardo Schwank,40-50,10,1,1,1
134,Eduardo Schwank,50-40,10,1,.5,2
142,Lukasz Kubot,0-0,10,1,.69696969,33
142,Lukasz Kubot,0-15,10,1,.89999998,10
142,Lukasz Kubot,0-30,10,1,0,1
142,Lukasz Kubot,0-40,10,1,1,1
142,Lukasz Kubot,15-0,10,1,.69565219,23
142,Lukasz Kubot,15-15,10,1,.8125,16
142,Lukasz Kubot,15-30,10,1,.33333334,3
142,Lukasz Kubot,15-40,10,1,.33333334,3
142,Lukasz Kubot,30-0,10,1,.875,16
142,Lukasz Kubot,30-15,10,1,.86666667,15
142,Lukasz Kubot,30-30,10,1,1,3
142,Lukasz Kubot,30-40,10,1,0,1
142,Lukasz Kubot,40-0,10,1,.78571427,14
142,Lukasz Kubot,40-15,10,1,.875,16
142,Lukasz Kubot,40-30,10,1,1,5
151,Novak Djokovic,0-0,10,1,.62561983,1210
151,Novak Djokovic,0-15,10,1,.61220044,459
151,Novak Djokovic,0-30,10,1,.56741571,178
151,Novak Djokovic,0-40,10,1,.59740257,77
151,Novak Djokovic,15-0,10,1,.64822137,759
151,Novak Djokovic,15-15,10,1,.64181817,550
151,Novak Djokovic,15-30,10,1,.61279464,297
151,Novak Djokovic,15-40,10,1,.57763976,161
151,Novak Djokovic,30-0,10,1,.65650409,492
151,Novak Djokovic,30-15,10,1,.58126193,523
151,Novak Djokovic,30-30,10,1,.63408524,399
151,Novak Djokovic,30-40,10,1,.55648535,239
151,Novak Djokovic,40-0,10,1,.68730652,323
151,Novak Djokovic,40-15,10,1,.63703704,405
151,Novak Djokovic,40-30,10,1,.61557788,398
151,Novak Djokovic,40-40,10,1,.65845072,284
151,Novak Djokovic,40-50,10,1,.53846157,130
151,Novak Djokovic,50-40,10,1,.60526317,228
152,Dominic Thiem,0-0,10,1,.67123288,73
152,Dominic Thiem,0-15,10,1,.5,24
152,Dominic Thiem,0-30,10,1,.58333331,12
152,Dominic Thiem,0-40,10,1,.60000002,5
152,Dominic Thiem,15-0,10,1,.71428573,49
152,Dominic Thiem,15-15,10,1,.53846157,26
152,Dominic Thiem,15-30,10,1,.68421054,19
152,Dominic Thiem,15-40,10,1,.8888889,9
152,Dominic Thiem,30-0,10,1,.62857145,35
152,Dominic Thiem,30-15,10,1,.5925926,27
152,Dominic Thiem,30-30,10,1,.5,24
152,Dominic Thiem,30-40,10,1,.75,20
152,Dominic Thiem,40-0,10,1,.5,22
152,Dominic Thiem,40-15,10,1,.62962961,27
152,Dominic Thiem,40-30,10,1,.5,22
152,Dominic Thiem,40-40,10,1,.61538464,26
152,Dominic Thiem,40-50,10,1,.5714286,14
152,Dominic Thiem,50-40,10,1,.63636363,22
159,Carlos Berlocq,0-0,10,1,.63333333,150
159,Carlos Berlocq,0-15,10,1,.63636363,55
159,Carlos Berlocq,0-30,10,1,.55000001,20
159,Carlos Berlocq,0-40,10,1,.77777779,9
159,Carlos Berlocq,15-0,10,1,.65263158,95
159,Carlos Berlocq,15-15,10,1,.58823532,68
159,Carlos Berlocq,15-30,10,1,.43589744,39
159,Carlos Berlocq,15-40,10,1,.51724136,29
159,Carlos Berlocq,30-0,10,1,.69354838,62
159,Carlos Berlocq,30-15,10,1,.57627118,59
159,Carlos Berlocq,30-30,10,1,.69047618,42
159,Carlos Berlocq,30-40,10,1,.64285713,28
159,Carlos Berlocq,40-0,10,1,.67441863,43
159,Carlos Berlocq,40-15,10,1,.66666669,48
159,Carlos Berlocq,40-30,10,1,.48888889,45
159,Carlos Berlocq,40-40,10,1,.53658539,41
159,Carlos Berlocq,40-50,10,1,.34782609,23
159,Carlos Berlocq,50-40,10,1,.44827586,29
164,Frank Dancevic,0-0,10,1,.81818181,11
164,Frank Dancevic,0-15,10,1,.5,2
164,Frank Dancevic,0-30,10,1,1,1
164,Frank Dancevic,15-0,10,1,.8888889,9
164,Frank Dancevic,15-15,10,1,.5,2
164,Frank Dancevic,15-30,10,1,1,2
164,Frank Dancevic,30-0,10,1,.75,8
164,Frank Dancevic,30-15,10,1,.66666669,3
164,Frank Dancevic,30-30,10,1,.33333334,3
164,Frank Dancevic,30-40,10,1,.5,2
164,Frank Dancevic,40-0,10,1,.83333331,6
164,Frank Dancevic,40-15,10,1,.66666669,3
164,Frank Dancevic,40-30,10,1,.5,2
164,Frank Dancevic,40-40,10,1,1,2
164,Frank Dancevic,50-40,10,1,1,2
174,John Isner,0-0,10,1,.67616582,386
174,John Isner,0-15,10,1,.69599998,125
174,John Isner,0-30,10,1,.63157892,38
174,John Isner,0-40,10,1,.5,14
174,John Isner,15-0,10,1,.65517241,261
174,John Isner,15-15,10,1,.74011302,177
174,John Isner,15-30,10,1,.67142856,70
174,John Isner,15-40,10,1,.56666666,30
174,John Isner,30-0,10,1,.70175439,171
174,John Isner,30-15,10,1,.74725276,182
174,John Isner,30-30,10,1,.77419353,93
174,John Isner,30-40,10,1,.89473683,38
174,John Isner,40-0,10,1,.76666665,120
174,John Isner,40-15,10,1,.73170733,164
174,John Isner,40-30,10,1,.67241377,116
174,John Isner,40-40,10,1,.75,72
174,John Isner,40-50,10,1,.83333331,24
174,John Isner,50-40,10,1,.65151513,66
183,Roger Federer,0-0,10,1,.65160525,841
183,Roger Federer,0-15,10,1,.59661019,295
183,Roger Federer,0-30,10,1,.64705884,119
183,Roger Federer,0-40,10,1,.61904764,42
183,Roger Federer,15-0,10,1,.64598542,548
183,Roger Federer,15-15,10,1,.66307276,371
183,Roger Federer,15-30,10,1,.69306928,202
183,Roger Federer,15-40,10,1,.63636363,88
183,Roger Federer,30-0,10,1,.65536726,354
183,Roger Federer,30-15,10,1,.6189189,370
183,Roger Federer,30-30,10,1,.63701069,281
183,Roger Federer,30-40,10,1,.56329113,158
183,Roger Federer,40-0,10,1,.67672414,232
183,Roger Federer,40-15,10,1,.64144737,304
183,Roger Federer,40-30,10,1,.62847221,288
183,Roger Federer,40-40,10,1,.67346936,196
183,Roger Federer,40-50,10,1,.6082474,97
183,Roger Federer,50-40,10,1,.60493827,162
190,Marcel Granollers,0-0,10,1,.65591395,186
190,Marcel Granollers,0-15,10,1,.53125,64
190,Marcel Granollers,0-30,10,1,.66666669,30
190,Marcel Granollers,0-40,10,1,.5,10
190,Marcel Granollers,15-0,10,1,.63934427,122
190,Marcel Granollers,15-15,10,1,.64102566,78
190,Marcel Granollers,15-30,10,1,.5625,48
190,Marcel Granollers,15-40,10,1,.53846157,26
190,Marcel Granollers,30-0,10,1,.74358976,78
190,Marcel Granollers,30-15,10,1,.64285713,70
190,Marcel Granollers,30-30,10,1,.63461536,52
190,Marcel Granollers,30-40,10,1,.63636363,33
190,Marcel Granollers,40-0,10,1,.65517241,58
190,Marcel Granollers,40-15,10,1,.56923079,65
190,Marcel Granollers,40-30,10,1,.6885246,61
190,Marcel Granollers,40-40,10,1,.625,40
190,Marcel Granollers,40-50,10,1,.70588237,17
190,Marcel Granollers,50-40,10,1,.6875,32
197,Fernando Verdasco,0-0,10,1,.60975611,410
197,Fernando Verdasco,0-15,10,1,.57499999,160
197,Fernando Verdasco,0-30,10,1,.67647058,68
197,Fernando Verdasco,0-40,10,1,.59090906,22
197,Fernando Verdasco,15-0,10,1,.67199999,250
197,Fernando Verdasco,15-15,10,1,.64942527,174
197,Fernando Verdasco,15-30,10,1,.66355139,107
197,Fernando Verdasco,15-40,10,1,.67346936,49
197,Fernando Verdasco,30-0,10,1,.63095236,168
197,Fernando Verdasco,30-15,10,1,.65714288,175
197,Fernando Verdasco,30-30,10,1,.59541982,131
197,Fernando Verdasco,30-40,10,1,.55813956,86
197,Fernando Verdasco,40-0,10,1,.67924529,106
197,Fernando Verdasco,40-15,10,1,.67114097,149
197,Fernando Verdasco,40-30,10,1,.64566928,127
197,Fernando Verdasco,40-40,10,1,.56989247,93
197,Fernando Verdasco,40-50,10,1,.63829786,47
197,Fernando Verdasco,50-40,10,1,.70512819,78
206,Guillaume Rufin,0-0,10,1,.5,34
